,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
6679,,,,,5.74,19.42,16.9,0,1.8,173.9,191.0
6691,,,,,6.4,11.84,32.6,0,3.7,21.2,41.0
6712,,,,,6.15,19.52,20.7,0,2.2,21.3,174.8
6722,,,,,5.54,12.77,27.3,0,1.6,5.7,108.0
6749,,,,,6.49,19.33,16.1,1,1.8,20.7,138.8
6757,,,,,5.77,14.41,14.0,0,1.6,61.2,97.4
6814,,,,,6.05,13.52,19.0,0,2.3,69.4,195.9
6826,,,,,5.62,13.68,135.7,0,6.8,10.2,212.3
6992,,,,,5.76,16.12,18.4,0,1.9,97.2,203.9
7001,,,,,5.66,12.9,20.2,0,2.0,14.4,200.8
7013,,,,,5.58,12.44,10.3,0,1.3,15.2,72.4
7023,,,,,6.03,15.74,27.0,0,2.6,16.5,226.8
7025,,,,,5.92,11.85,16.4,1,1.9,5.1,177.4
7032,,,,,5.7,13.83,24.2,0,2.3,20.2,405.2
7042,,,,,5.66,14.15,26.4,0,2.6,96.0,213.3
7048,,,,,6.2,13.7,19.4,1,2.1,25.8,155.5
7073,,,,,6.11,17.03,21.5,0,2.3,28.2,90.5
7079,,,,,5.64,13.17,15.1,0,1.8,43.9,203.5
7087,,,,,5.77,10.93,16.9,1,1.7,30.2,192.4
7097,,,,,5.5,16.82,18.6,0,2.1,28.1,148.6
7118,,,,,6.33,17.97,17.1,1,1.9,165.5,469.7
7131,,,,,6.15,12.65,16.1,0,1.5,13.3,244.5
7134,,,,,6.35,10.43,18.2,0,2.3,0.0,212.9
7136,,,,,6.22,15.11,16.6,0,1.9,6.2,259.9
7137,,,,,6.29,12.5,14.8,0,1.9,12.9,186.6
7138,,,,,5.67,13.98,13.4,0,1.6,11.8,222.1
7150,,,,,6.17,19.43,25.1,0,3.0,5.0,193.9
7151,,,,,5.57,11.87,13.1,0,1.5,9.8,165.6
7153,,,,,5.57,12.58,14.2,0,1.5,17.7,244.6
7157,,,,,6.06,10.53,20.9,0,1.9,10.7,300.8
7158,,,,,6.05,16.22,16.6,0,1.7,7.4,155.0
7161,,,,,5.61,15.26,26.4,0,2.5,6.7,191.2
7164,,,,,6.21,16.88,16.5,0,1.9,20.1,241.4
7201,,,,,6.11,13.98,11.6,0,1.2,46.1,193.3
7204,,,,,5.86,10.3,17.2,0,1.7,10.0,188.7
7225,,,,,5.75,10.04,28.5,0,2.8,10.5,213.9
7226,,,,,6.08,19.4,120.0,0,11.8,374.0,3750.7
7234,,,,,5.88,16.47,21.8,0,2.1,0.0,137.6
7247,,,,,6.17,10.09,14.1,0,1.6,27.0,276.9
7266,,,,,6.18,19.5,31.1,0,3.6,12.3,382.1
7273,,,,,5.67,14.51,20.2,0,2.4,17.4,157.7
7276,,,,,6.14,14.26,19.5,0,2.2,13.5,369.8
7281,,,,,5.84,18.5,24.6,0,2.6,18.2,286.8
7282,,,,,5.76,14.83,15.5,0,1.9,43.5,286.2
7284,,,,,5.82,17.1,18.8,0,2.2,23.8,190.5
7286,,,,,5.53,19.73,9.7,0,1.2,15.6,227.0
7304,,,,,5.79,10.15,16.5,0,1.8,4.2,93.5
7313,,,,,6.07,15.58,23.9,0,2.4,7.1,231.0
7321,,,,,6.11,15.05,21.9,0,2.1,20.8,235.2
7324,,,,,5.6,10.93,10.1,0,1.2,6.4,122.5
7325,,,,,6.18,17.16,17.6,0,2.0,18.7,232.7
7333,,,,,6.3,15.34,23.5,0,2.5,174.5,740.3
7337,,,,,5.86,17.6,14.5,0,1.7,36.1,222.3
7338,,,,,6.17,10.75,25.2,0,2.4,7.5,270.0
7342,,,,,6.14,15.68,13.0,0,1.6,27.4,152.3
7346,,,,,5.8,10.41,19.2,0,2.4,7.3,136.1
7350,,,,,6.08,14.95,33.4,0,3.1,4.2,278.6
7351,,,,,5.65,10.11,43.2,0,3.8,4.6,352.1
7356,,,,,6.12,10.02,26.9,0,2.5,12.2,379.0
7363,,,,,6.41,12.5,24.1,0,2.4,6.5,281.2
7364,,,,,6.36,13.61,22.5,0,2.6,43.8,253.2
7370,,,,,5.79,19.79,11.5,0,1.4,8.1,286.7
7374,,,,,6.28,12.74,14.5,1,1.6,14.9,183.3
7387,,,,,5.68,12.47,16.4,0,1.7,14.5,105.7
7389,,,,,5.69,12.49,17.4,0,2.1,9.5,152.4
7391,,,,,5.88,11.8,18.7,0,1.8,5.7,201.9
7404,,,,,6.19,10.2,14.1,0,1.6,19.0,185.1
7421,,,,,5.53,16.92,17.2,0,1.9,25.2,347.4
7427,,,,,6.03,17.69,27.1,0,2.5,24.1,266.9
7432,,,,,6.16,13.87,17.3,0,2.1,4.9,151.0
7444,,,,,6.48,10.29,13.1,0,1.3,0.0,180.7
7470,,,,,6.01,10.5,21.0,0,2.0,6.3,192.0
7476,,,,,5.98,18.77,23.9,0,2.5,12.8,192.9
7481,,,,,6.26,14.84,13.4,0,1.6,54.3,352.6
7487,,,,,6.21,15.7,10.1,0,1.2,34.7,224.2
7493,,,,,5.74,13.87,24.2,0,2.7,7.8,582.9
7496,,,,,5.77,11.6,20.2,0,1.8,23.2,220.9
7504,,,,,5.81,10.82,13.7,0,1.4,17.0,225.9
7506,,,,,5.71,15.69,15.3,0,1.7,25.2,180.7
7516,,,,,5.54,12.86,21.4,0,2.1,9.4,132.7
7519,,,,,5.5,12.22,16.4,0,1.8,0.0,112.9
7536,,,,,6.19,14.89,21.2,0,2.4,6.1,449.9
7538,,,,,6.25,13.02,31.3,0,3.4,6.2,422.4
7539,,,,,5.83,14.75,16.6,0,1.8,19.4,217.8
7543,,,,,5.78,14.58,11.8,0,1.4,51.0,180.4
7544,,,,,6.01,18.1,26.5,0,2.8,11.0,206.7
7559,,,,,5.83,13.55,8.1,0,1.0,17.6,87.7
7566,,,,,5.95,18.61,33.3,0,2.9,10.4,349.5
7571,,,,,5.96,16.21,24.4,0,2.4,19.9,421.9
7578,,,,,5.87,18.8,21.8,0,2.5,116.0,208.5
7592,,,,,5.68,10.49,16.4,0,2.0,59.1,161.9
7597,,,,,6.23,13.43,14.6,0,1.6,19.0,129.1
7604,,,,,6.16,14.77,16.3,0,1.8,11.8,171.8
7609,,,,,5.61,11.95,30.5,0,3.4,4.8,103.8
7615,,,,,5.86,15.41,20.7,0,2.1,16.5,197.1
7622,,,,,5.8,17.6,18.5,0,2.1,12.6,199.4
7627,,,,,5.59,16.5,21.5,0,2.8,9.9,100.6
7628,,,,,6.24,13.3,16.1,0,1.8,6.0,94.7
7646,,,,,6.18,12.15,18.1,0,1.9,30.4,287.9
7649,,,,,6.18,15.27,14.8,0,1.6,21.2,133.3
7659,,,,,5.71,11.36,19.0,0,1.6,11.0,253.6
7662,,,,,5.96,14.37,24.5,0,1.9,14.6,238.2
7663,,,,,6.1,10.22,13.2,1,1.3,9.2,337.2
7664,,,,,6.04,17.71,16.4,0,1.9,12.3,69.8
7668,,,,,6.3,15.17,28.7,0,2.8,26.7,485.9
7669,,,,,5.95,13.19,24.0,0,2.3,15.9,374.5
7684,,,,,6.24,12.63,13.3,0,1.5,55.7,468.0
7687,,,,,5.98,18.4,50.7,0,3.4,54.1,437.1
7690,,,,,6.06,10.26,7.1,0,0.9,10.7,76.1
7699,,,,,5.95,17.43,10.5,0,1.4,15.0,99.1
7701,,,,,6.47,17.2,30.4,0,3.2,6.1,476.2
7710,,,,,5.59,10.86,23.7,0,2.3,12.6,298.5
7715,,,,,5.53,18.16,21.2,0,2.3,23.5,166.9
7724,,,,,6.25,19.22,16.3,0,1.9,36.8,338.5
7725,,,,,5.82,16.68,11.0,0,1.5,7.6,56.0
7732,,,,,6.5,15.26,18.8,1,2.0,8.1,175.2
7734,,,,,6.36,11.7,19.6,0,1.9,5.8,190.9
7742,,,,,5.78,12.95,17.4,1,1.7,13.4,163.8
7743,,,,,5.65,16.02,38.4,1,3.6,14.8,280.2
7744,,,,,6.42,18.36,20.6,0,2.2,71.2,471.1
7750,,,,,6.31,20.0,20.5,1,2.2,91.2,693.6
7758,,,,,6.48,18.46,61.8,0,5.5,16.5,511.1
7763,,,,,5.95,11.05,42.6,0,4.0,5.9,278.5
7764,,,,,6.08,14.66,13.2,0,1.4,18.0,146.8
7768,,,,,5.64,15.28,20.1,0,2.0,15.5,240.5
7772,,,,,5.64,12.57,35.0,0,3.1,18.8,277.2
7773,,,,,6.1,13.52,16.8,0,2.0,8.7,176.9
7775,,,,,5.68,13.13,14.0,0,1.5,42.1,250.5
7786,,,,,5.85,10.14,16.8,0,1.9,0.0,65.2
7793,,,,,6.39,13.43,16.6,0,1.7,18.8,146.7
7797,,,,,6.21,14.41,15.9,10,1.7,7.0,146.9
7804,,,,,5.97,17.75,17.5,0,1.9,19.4,218.9
7806,,,,,6.17,13.05,20.5,0,2.5,98.7,317.7
7810,,,,,6.34,10.01,12.4,0,1.8,10.8,113.2
7813,,,,,6.25,19.77,20.8,0,2.4,8.1,77.7
7818,,,,,5.51,12.74,10.7,0,1.5,6.5,149.5
7821,,,,,5.79,12.95,16.1,0,1.8,10.5,178.2
7826,,,,,6.04,10.8,15.8,0,1.6,4.6,194.9
7838,,,,,5.61,14.34,10.4,0,1.3,10.6,155.0
7840,,,,,6.06,10.75,20.7,0,1.9,7.4,213.4
7842,,,,,6.07,10.39,13.2,0,1.3,8.2,129.0
7844,,,,,6.27,11.63,15.2,0,1.6,5.5,244.9
7860,,,,,5.83,11.17,18.3,0,1.9,24.1,217.5
7885,,,,,5.68,13.01,10.4,0,1.4,14.5,127.8
7889,,,,,5.66,19.92,18.2,0,2.0,24.1,117.3
7907,,,,,5.99,12.65,20.5,0,1.9,11.5,215.8
7908,,,,,5.78,12.88,15.9,0,2.2,0.0,67.3
7930,,,,,5.96,12.82,11.3,0,1.1,7.9,66.9
7960,,,,,5.78,11.27,27.7,0,2.7,6.9,147.6
7963,,,,,6.28,12.24,11.3,0,1.3,20.1,69.1
7964,,,,,6.37,16.14,35.2,0,3.3,18.7,304.1
7966,,,,,5.83,18.84,19.7,0,2.1,13.6,100.7
7973,,,,,5.51,13.15,15.8,0,1.6,21.2,233.4
7983,,,,,5.73,14.89,33.6,0,2.0,5.0,116.1
8133,,,,,5.86,17.04,34.3,0,3.7,13.1,139.7
8148,,,,,6.37,12.31,4.2,0,0.5,33.9,60.8
8149,,,,,6.3,10.56,3.7,0,0.5,58.4,45.9
8203,,,,,5.51,13.3,16.2,0,1.8,17.2,156.5
8255,,,,,5.7,13.4,18.9,0,1.8,10.1,153.9
8257,,,,,6.17,10.7,10.5,0,1.1,29.8,96.3
8262,,,,,5.92,19.37,63.3,0,4.9,73.9,413.8
8269,,,,,5.51,10.15,25.5,0,2.5,25.5,125.2
8290,,,,,6.5,10.42,40.0,0,3.7,13.5,111.7
8291,,,,,6.02,14.24,51.4,0,3.9,21.1,331.4
8299,,,,,5.73,11.01,22.6,0,2.1,10.3,112.9
8300,,,,,6.04,10.34,12.5,0,1.5,10.4,43.9
8302,,,,,6.35,12.93,28.1,0,2.4,49.1,257.2
8320,,,,,6.43,14.11,21.6,1,2.4,7.7,112.6
8340,,,,,6.37,19.72,17.9,2,2.0,12.4,355.6
8344,,,,,6.27,13.96,25.4,0,2.6,6.9,98.1
8355,,,,,6.32,12.41,12.2,0,1.4,5.2,220.4
8371,,,,,6.33,14.17,9.7,0,1.1,54.6,177.7
8375,,,,,6.12,13.33,8.1,0,0.9,11.0,61.0
8376,,,,,6.36,10.52,17.6,2,2.1,99.4,176.5
8396,,,,,5.81,14.81,21.9,0,2.3,3.4,150.0
8443,,,,,6.18,10.49,8.4,0,1.0,15.8,68.4
8446,,,,,6.34,13.96,17.5,0,2.0,45.3,148.6
8453,,,,,6.09,17.49,9.7,0,1.1,35.6,119.7
8459,,,,,5.75,15.3,29.7,1,3.2,16.6,88.6
8460,,,,,5.76,11.9,9.6,0,1.1,45.9,55.8
8468,,,,,6.16,10.61,8.2,0,0.9,33.6,72.5
8484,,,,,6.28,18.05,8.7,1,1.1,33.2,180.0
8488,,,,,5.59,19.91,5.4,1,0.7,39.0,137.8
8489,,,,,6.27,19.7,9.0,0,1.1,34.3,162.2
8490,,,,,6.45,13.34,9.4,1,1.2,57.7,179.5
8492,,,,,5.85,19.83,7.6,0,0.9,54.6,126.8
8495,,,,,6.4,14.54,8.4,1,1.0,40.6,209.1
8501,,,,,6.3,16.21,17.5,0,1.9,46.8,160.0
8502,,,,,6.24,16.44,18.1,0,2.1,53.0,221.9
8504,,,,,6.44,19.46,14.1,0,1.4,45.6,147.3
8507,,,,,5.86,16.07,12.8,0,1.5,46.3,220.6
8516,,,,,5.86,11.99,9.8,0,1.1,55.8,155.9
8521,,,,,5.61,11.72,15.6,0,1.8,24.9,52.0
8538,,,,,6.27,12.78,19.2,0,1.7,61.4,74.7
8584,,,,,5.92,19.01,6.5,0,0.8,67.1,178.5
8586,,,,,5.82,10.3,10.2,0,0.9,40.3,76.2
8588,,,,,6.38,11.07,18.3,0,2.1,26.0,72.4
8596,,,,,6.16,18.2,6.4,0,0.8,37.4,123.7
8611,,,,,5.9,15.14,11.4,0,1.2,101.0,176.5
8617,,,,,6.19,11.22,8.2,0,0.9,14.8,28.5
8618,,,,,6.49,18.43,7.9,0,0.9,42.7,209.2
8619,,,,,5.71,15.0,37.8,0,3.9,27.5,424.4
8624,,,,,5.75,18.81,9.1,1,1.1,57.1,207.6
8631,,,,,6.16,13.7,16.8,0,1.9,18.7,131.4
8640,,,,,6.07,10.26,10.4,0,1.3,36.5,186.4
8641,,,,,6.45,16.84,15.1,0,1.7,107.4,354.2
8644,,,,,6.09,18.41,10.4,0,1.4,22.3,73.0
8654,,,,,6.13,13.24,12.2,0,1.3,43.8,106.1
8662,,,,,5.56,10.39,14.9,0,1.6,12.7,72.4
8687,,,,,6.28,13.78,4.7,0,0.6,46.9,119.1
8691,,,,,6.31,16.31,16.8,0,1.4,79.2,102.5
8712,,,,,6.43,17.74,9.1,1,1.1,50.8,99.5
8730,,,,,6.5,14.13,7.8,3,0.8,76.1,124.6
8734,,,,,6.45,13.7,9.5,1,1.2,50.7,101.6
8747,,,,,6.16,12.59,7.0,1,0.8,58.0,73.1
8772,,,,,5.65,12.36,6.5,0,0.9,66.2,72.5
8793,,,,,6.12,11.78,6.6,0,0.9,30.7,165.8
8802,,,,,5.64,10.74,10.1,0,1.3,63.0,172.2
8804,,,,,5.71,18.18,15.5,0,1.9,19.5,131.1
8807,,,,,5.88,10.23,22.1,0,2.4,20.1,36.1
8810,,,,,6.48,11.08,7.7,0,0.9,38.1,104.9
8816,,,,,5.9,12.96,10.8,0,1.4,64.3,12.2
8838,,,,,5.64,15.43,10.3,0,0.9,42.3,48.5
8848,,,,,5.8,14.62,15.3,0,1.6,67.5,173.3
8858,,,,,6.01,11.41,8.1,0,0.9,54.8,24.2
8860,,,,,5.82,13.38,9.2,0,1.1,34.9,32.0
8875,,,,,6.16,14.05,48.3,0,4.6,60.9,60.3
8882,,,,,6.0,16.07,10.4,0,1.4,37.7,70.2
8891,,,,,5.69,16.77,9.9,0,1.2,75.4,157.8
8900,,,,,5.52,11.57,11.8,0,1.2,52.6,35.4
8902,,,,,5.94,19.87,11.4,0,1.4,40.1,38.8
8906,,,,,5.56,11.94,6.1,0,0.7,69.9,52.3
8909,,,,,6.43,11.13,13.9,1,1.6,31.2,204.8
8919,,,,,6.31,18.11,11.8,1,1.5,54.4,163.4
8925,,,,,6.33,13.42,10.5,0,1.1,68.2,60.3
8926,,,,,6.45,11.8,10.0,0,1.2,41.6,48.2
8927,,,,,6.34,10.25,4.8,0,0.7,47.6,112.4
8963,,,,,6.4,13.4,7.2,0,0.8,57.3,152.9
8966,,,,,6.4,12.4,9.6,13,1.2,69.2,97.0
8974,,,,,6.11,14.2,9.5,0,1.3,26.7,22.1
8986,,,,,6.0,19.72,21.2,0,2.1,64.3,218.6
8994,,,,,6.36,15.71,14.5,0,1.8,17.7,20.3
8999,,,,,6.49,13.05,11.0,0,1.2,54.3,89.7
9051,,,,,5.85,13.55,9.2,0,1.1,50.1,160.3
9064,,,,,5.55,15.56,7.6,0,1.0,70.6,70.3
9065,,,,,5.5,13.36,11.1,0,1.1,31.6,61.3
9083,,,,,5.57,11.67,9.2,0,0.9,19.5,8.4
9095,,,,,6.45,17.02,12.6,0,1.6,52.6,194.8
9099,,,,,5.86,13.47,12.8,0,1.7,71.1,86.1
9100,,,,,5.99,19.71,33.9,0,3.6,53.0,84.0
9101,,,,,5.57,14.28,38.5,0,3.9,23.8,18.7
9106,,,,,5.61,12.74,9.6,0,1.1,59.5,79.5
9118,,,,,6.12,10.89,10.8,0,1.2,82.5,100.0
9120,,,,,5.69,14.42,10.2,0,1.1,46.2,86.3
9128,,,,,5.62,14.56,8.4,0,1.0,20.2,40.7
9137,,,,,6.43,13.01,16.1,0,2.0,15.9,99.7
9144,,,,,5.57,15.82,10.2,0,1.0,47.4,74.9
9151,,,,,5.97,13.44,5.0,0,0.6,37.2,88.2
9152,,,,,6.44,18.5,8.0,0,1.0,33.9,83.2
9165,,,,,5.7,13.72,7.8,0,0.9,30.2,89.0
9191,,,,,5.97,15.63,13.8,1,1.4,18.9,161.6
9197,,,,,5.5,16.53,12.2,0,1.4,23.6,90.4
9203,,,,,6.28,19.82,7.5,3,1.1,89.6,139.4
9204,,,,,5.71,16.12,14.3,1,1.6,63.4,29.8
9205,,,,,6.17,18.47,6.9,3,0.8,83.5,42.8
9207,,,,,5.63,18.94,11.1,2,1.2,54.3,54.5
9224,,,,,6.01,15.85,17.3,1,1.8,77.2,249.8
9242,,,,,6.01,13.05,8.0,2,1.1,9.1,55.5
9257,,,,,5.62,13.7,11.9,1,1.2,110.4,212.0
9278,,,,,6.23,14.54,15.3,0,1.6,56.0,59.1
9280,,,,,5.82,17.99,10.8,1,1.2,47.5,64.5
9284,,,,,5.7,19.92,32.0,1,2.4,69.9,132.4
9291,,,,,6.27,15.3,12.8,0,1.5,26.7,47.1
9301,,,,,5.66,10.55,11.6,0,1.1,93.5,117.0
9310,,,,,6.16,15.61,16.8,0,1.7,19.1,94.2
9323,,,,,5.7,12.13,9.8,0,1.3,27.2,150.3
9331,,,,,6.0,16.35,19.0,0,2.1,27.5,193.7
9333,,,,,6.35,13.66,12.1,0,1.5,21.6,100.4
9337,,,,,6.03,14.64,12.2,0,1.5,28.2,81.0
9338,,,,,6.47,11.43,38.1,0,3.3,16.0,308.4
9355,,,,,5.78,14.73,16.3,0,1.7,48.0,86.6
9359,,,,,6.14,14.24,12.4,0,1.3,45.7,173.4
9375,,,,,5.93,12.86,25.6,0,2.5,32.6,107.1
9379,,,,,6.42,11.29,13.6,1,1.6,53.6,185.1
9420,,,,,5.53,14.05,6.4,0,0.9,13.8,7.8
9426,,,,,5.82,11.77,8.9,0,1.1,78.5,47.0
9438,,,,,5.56,10.47,34.7,0,2.7,54.3,157.0
9440,,,,,5.5,11.34,10.7,0,1.1,42.1,38.1
9442,,,,,5.63,13.78,7.0,0,0.9,90.3,101.5
9492,,,,,6.11,10.11,11.6,0,1.3,22.9,17.3
9494,,,,,5.9,13.16,7.7,0,0.9,47.0,104.3
9497,,,,,5.9,10.15,8.7,0,1.0,57.7,46.8
9501,,,,,5.77,16.5,42.4,0,3.6,16.3,12.4
9502,,,,,6.26,11.52,9.2,0,0.9,27.8,21.1
9503,,,,,5.78,14.68,7.0,0,0.9,11.0,25.2
9524,,,,,5.87,18.89,12.3,2,1.6,30.3,91.6
9529,,,,,5.7,11.36,18.0,1,2.2,18.0,323.9
9550,,,,,5.65,10.92,21.7,1,2.6,20.1,68.8
9552,,,,,5.74,14.21,10.7,1,1.3,24.1,161.4
9553,,,,,5.94,10.29,10.0,1,1.1,30.3,156.4
9565,,,,,5.99,18.67,47.5,1,4.4,72.6,55.1
9570,,,,,5.64,19.82,10.3,1,1.2,68.7,132.4
9598,,,,,5.61,18.54,9.0,0,1.0,47.9,229.5
9623,,,,,6.01,11.07,10.9,0,1.2,27.3,93.0
9626,,,,,5.59,12.68,33.0,8,3.7,35.4,22.4
9629,,,,,6.26,11.46,10.6,0,1.2,56.9,114.8
9636,,,,,6.06,13.6,8.1,0,1.1,114.6,172.7
9637,,,,,5.7,16.77,12.3,1,1.6,40.7,72.8
9645,,,,,5.57,18.37,7.3,0,0.9,77.4,54.2
9649,,,,,6.43,18.73,10.4,0,1.3,20.9,120.0
9710,,,,,6.36,13.12,10.9,0,1.1,19.9,71.5
9715,,,,,6.05,16.7,8.5,0,1.0,50.5,170.5
9734,,,,,6.34,16.18,17.9,0,2.0,58.9,288.2
9752,,,,,5.64,15.46,23.0,0,1.5,47.6,24.6
9758,,,,,5.63,11.95,27.9,1,2.1,130.0,80.9
9761,,,,,6.06,14.97,15.0,0,1.6,76.2,157.0
9781,,,,,5.67,10.79,5.8,0,0.8,75.8,45.8
