,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
11697,,,,,5.99,11.4,19.1,0,1.9,42.1,216.6
11706,,,,,5.61,10.82,9.8,0,1.1,14.5,120.7
11712,,,,,5.74,14.03,7.9,0,1.1,9.3,113.3
11717,,,,,5.6,27.5,41.0,0,5.0,11.9,255.8
11719,,,,,5.85,14.55,38.2,0,3.8,15.7,177.8
11722,,,,,5.61,14.38,13.8,1,1.9,19.7,94.5
11723,,,,,5.69,12.31,22.1,1,2.4,8.8,210.4
11729,,,,,5.67,10.91,18.6,1,2.1,34.0,392.3
11746,,,,,5.65,23.7,19.4,0,2.5,35.5,315.3
11779,,,,,5.83,11.19,21.8,1,2.8,68.3,543.4
11790,,,,,5.72,15.61,17.7,0,2.3,77.9,362.6
11814,,,,,5.53,11.22,5.6,0,0.7,33.8,64.2
11878,,,,,5.79,16.95,9.0,1,1.1,39.8,121.0
11880,,,,,5.98,36.6,9.1,1,1.3,27.5,121.6
11913,,,,,5.86,11.37,19.7,0,2.0,16.7,167.4
11927,,,,,5.67,25.1,10.9,0,1.4,10.0,91.7
11931,,,,,5.92,20.5,14.6,1,1.7,21.4,163.0
11938,,,,,5.98,11.72,22.0,1,2.5,14.4,206.2
12067,,,,,5.71,11.8,36.3,0,4.2,26.1,222.0
12068,,,,,5.76,11.9,37.8,0,3.9,20.6,207.8
12090,,,,,5.82,24.8,31.5,0,3.6,21.8,347.3
12128,,,,,5.66,15.24,56.4,0,3.6,14.0,208.0
12159,,,,,5.57,19.12,22.8,0,2.7,32.9,218.0
12169,,,,,5.55,31.1,33.7,0,3.4,42.8,273.8
12171,,,,,5.98,15.45,58.9,0,6.4,49.0,757.5
12184,,,,,5.54,10.05,31.4,0,3.3,25.5,330.9
12185,,,,,5.81,10.2,41.8,0,4.1,17.7,117.1
12198,,,,,5.9,21.6,15.8,0,2.1,28.7,70.0
12202,,,,,5.65,11.81,48.1,0,4.6,32.9,274.1
12203,,,,,5.55,38.8,55.5,0,5.7,19.8,126.0
12207,,,,,5.8,11.68,15.0,0,1.8,28.9,158.5
12224,,,,,5.52,30.6,18.8,0,2.3,26.7,159.3
12230,,,,,5.9,12.45,22.0,1,2.3,14.2,102.4
12242,,,,,5.69,12.73,17.6,0,2.0,43.3,71.4
12248,,,,,5.88,34.2,19.5,1,2.4,39.5,87.6
12252,,,,,6.0,12.3,20.0,0,2.4,32.1,225.8
12276,,,,,5.97,24.1,19.1,1,2.3,23.4,107.5
12287,,,,,5.53,17.73,34.2,0,3.7,11.0,74.6
12290,,,,,5.59,11.48,39.9,1,4.0,33.7,183.3
12292,,,,,5.98,11.94,25.2,0,2.7,15.9,139.3
12318,,,,,5.61,20.7,8.4,0,1.2,65.0,123.7
12321,,,,,5.58,18.01,32.9,0,3.2,52.2,409.5
12323,,,,,5.79,28.0,20.7,1,2.7,49.2,160.9
12324,,,,,5.95,27.2,16.3,1,2.2,14.1,51.2
12332,,,,,5.74,19.51,23.0,1,2.6,9.9,106.7
12339,,,,,5.62,15.87,9.9,1,1.5,12.8,34.0
12341,,,,,5.6,27.5,65.0,3,5.6,8.9,131.4
12343,,,,,5.56,24.7,23.1,0,2.7,41.5,119.8
12345,,,,,5.93,22.4,22.4,0,2.7,52.4,99.4
12347,,,,,5.56,22.8,29.4,0,3.4,63.4,70.5
12359,,,,,5.71,25.8,30.2,0,3.3,93.0,261.8
12369,,,,,5.73,39.9,36.5,0,3.3,7.9,233.8
12374,,,,,5.66,24.2,7.2,0,1.0,16.0,34.3
12380,,,,,5.65,23.4,7.5,0,1.2,55.6,88.8
12388,,,,,5.7,12.42,42.4,0,4.6,41.3,159.3
12393,,,,,5.58,16.05,35.1,0,4.0,19.0,163.2
12396,,,,,5.73,24.9,26.7,0,3.3,42.8,100.1
12399,,,,,5.76,10.67,37.4,1,4.0,74.7,285.3
12402,,,,,5.77,27.2,27.3,0,2.9,108.3,182.2
12404,,,,,5.64,15.5,24.3,0,2.7,36.7,260.9
12407,,,,,5.83,17.07,21.9,0,2.3,11.7,198.8
12409,,,,,5.86,20.4,24.5,0,3.3,46.8,100.8
12417,,,,,5.79,19.08,31.3,0,3.7,71.1,338.7
12423,,,,,5.73,40.0,32.4,1,3.5,98.0,311.1
12430,,,,,5.93,13.49,58.0,1,5.1,11.3,99.5
12434,,,,,5.58,14.57,13.6,0,1.7,67.7,292.5
12441,,,,,5.54,28.1,27.9,0,3.5,55.1,107.7
12445,,,,,5.9,15.16,15.6,0,1.8,44.1,117.4
12448,,,,,5.94,20.1,14.5,0,1.8,50.0,90.7
12452,,,,,5.95,16.72,10.0,0,1.4,48.4,90.5
12461,,,,,5.75,16.19,16.9,1,1.9,47.5,200.2
12463,,,,,5.59,19.19,23.3,1,2.6,102.3,277.8
12469,,,,,5.73,33.8,19.9,1,2.5,56.8,291.9
12472,,,,,5.5,23.3,21.1,0,2.3,90.4,261.5
12473,,,,,5.91,19.73,19.6,0,2.5,78.5,191.4
12480,,,,,5.94,20.9,10.8,0,1.5,77.4,166.4
12482,,,,,5.58,37.8,87.5,3,7.6,69.6,193.1
12486,,,,,5.88,19.55,20.0,0,2.6,79.5,213.4
12488,,,,,5.74,26.4,21.9,1,2.4,80.6,271.6
12492,,,,,5.61,31.2,24.0,0,2.7,47.6,154.0
12495,,,,,5.96,36.9,29.8,0,3.2,88.2,200.7
12496,,,,,5.69,10.05,25.2,0,2.8,52.3,291.9
12513,,,,,5.61,11.96,12.5,0,1.6,44.2,95.5
12555,,,,,5.5,20.0,31.1,0,2.8,19.4,107.9
12558,,,,,5.53,13.75,35.8,0,4.3,17.3,111.4
12567,,,,,6.0,29.3,27.9,0,3.1,26.9,53.7
12612,,,,,5.86,40.0,16.0,0,1.8,42.8,247.0
12617,,,,,5.78,19.53,29.9,0,3.4,23.7,76.5
12632,,,,,5.67,18.6,22.8,0,2.7,43.1,116.2
12652,,,,,6.0,13.08,13.7,0,1.4,41.4,119.1
12663,,,,,5.54,37.2,46.9,0,5.0,69.5,211.9
12671,,,,,5.81,15.79,9.6,0,1.3,44.8,157.9
12682,,,,,5.94,19.65,15.6,0,2.0,48.9,209.4
12693,,,,,5.57,37.0,17.3,0,2.3,54.3,104.3
12694,,,,,5.85,20.9,16.3,0,2.0,28.5,122.9
12695,,,,,5.95,14.85,18.7,0,2.0,47.5,136.6
12697,,,,,5.74,30.0,25.8,0,3.0,24.5,258.0
12717,,,,,6.0,18.65,9.6,0,1.4,31.8,63.1
12724,,,,,5.54,16.09,17.3,0,1.9,21.7,67.9
12756,,,,,5.62,23.5,43.5,1,4.8,68.7,335.7
12763,,,,,5.6,27.5,36.3,0,4.0,41.6,91.7
12764,,,,,5.72,31.0,54.5,0,5.7,77.3,159.0
12798,,,,,5.64,12.5,47.1,0,4.7,34.2,111.5
12801,,,,,5.78,22.9,15.7,0,1.8,34.9,48.1
12803,,,,,5.67,20.4,13.6,3,1.7,19.7,162.6
12811,,,,,5.97,27.2,14.9,0,2.1,26.8,110.4
12845,,,,,5.97,29.1,19.5,0,2.3,16.2,81.3
12859,,,,,5.77,10.58,33.1,0,2.4,10.6,92.1
12881,,,,,5.64,17.28,9.1,0,1.2,39.8,112.1
12890,,,,,6.0,15.51,13.6,0,1.6,38.4,162.9
12916,,,,,5.77,15.57,10.8,0,1.2,39.3,140.0
12929,,,,,5.58,24.3,25.8,0,2.6,63.6,723.1
13007,,,,,5.78,12.63,11.9,0,1.5,28.9,70.1
13011,,,,,5.77,10.85,15.6,0,1.9,25.4,238.8
13017,,,,,5.83,22.2,33.0,0,3.8,67.4,66.9
13022,,,,,5.75,29.0,51.4,0,5.6,22.4,224.1
13036,,,,,5.95,24.1,14.0,0,1.7,12.4,108.9
13038,,,,,5.95,12.58,31.5,0,3.6,65.4,293.8
13045,,,,,5.8,10.94,29.9,0,3.6,27.1,80.2
13048,,,,,5.98,11.76,11.3,0,1.4,12.0,172.5
13050,,,,,5.78,10.17,17.7,0,2.1,12.7,86.2
13076,,,,,5.71,10.48,9.0,0,1.3,13.4,127.7
13084,,,,,5.5,27.4,20.3,0,2.3,69.5,357.3
13100,,,,,5.73,18.21,15.0,0,1.8,9.6,52.9
13101,,,,,5.9,12.69,11.7,0,1.6,54.5,168.3
13123,,,,,5.99,15.47,12.9,1,1.7,39.1,230.4
13125,,,,,5.71,11.06,33.4,0,4.1,25.7,129.4
13146,,,,,5.94,40.0,31.2,1,3.7,50.1,807.4
13147,,,,,5.73,25.5,31.4,0,3.9,27.2,61.3
13151,,,,,5.79,13.94,33.2,0,3.8,64.6,243.1
13157,,,,,5.87,30.0,18.4,0,2.3,49.6,88.0
13161,,,,,5.74,30.3,23.4,0,2.9,42.3,384.3
13163,,,,,5.52,14.67,19.3,1,2.1,22.5,161.0
13167,,,,,5.75,11.59,27.3,0,2.7,7.5,44.2
13174,,,,,5.93,23.4,19.0,0,2.3,30.2,97.5
13177,,,,,5.81,28.0,25.2,0,3.3,21.4,81.0
13204,,,,,5.68,22.8,9.0,1,1.1,53.4,128.1
13206,,,,,5.87,20.4,8.9,0,1.2,36.2,216.3
13289,,,,,5.65,15.98,62.1,0,6.1,37.2,234.4
13297,,,,,5.74,20.8,11.0,0,1.6,26.5,144.5
13299,,,,,5.93,19.29,9.5,0,1.2,48.0,132.0
13301,,,,,5.64,11.91,9.7,0,1.1,58.1,145.8
13302,,,,,5.64,36.3,38.6,0,4.3,25.2,127.5
13320,,,,,5.74,22.7,21.5,0,2.3,23.9,49.9
13335,,,,,5.82,16.59,10.9,0,1.5,26.4,81.0
13356,,,,,5.81,10.16,11.4,0,1.4,33.9,112.8
13362,,,,,5.5,18.22,39.0,0,4.8,26.5,137.7
13373,,,,,5.56,11.19,8.6,0,1.2,38.8,166.0
13379,,,,,5.93,32.8,51.8,0,5.6,56.7,123.2
13380,,,,,5.98,18.29,29.7,0,3.0,47.2,58.7
13392,,,,,5.92,12.59,78.2,0,5.3,24.0,173.4
13426,,,,,5.69,34.3,40.3,0,4.0,42.5,420.8
13427,,,,,5.89,13.61,10.3,1,1.4,28.5,169.5
13459,,,,,5.64,11.33,5.3,0,0.7,28.6,62.2
13491,,,,,5.85,26.4,17.5,0,2.2,15.8,214.7
13515,,,,,5.63,16.92,51.1,0,5.2,28.0,155.0
13549,,,,,5.74,31.3,12.9,0,1.7,34.4,165.7
13550,,,,,5.97,18.46,11.4,0,1.5,85.7,137.1
13552,,,,,5.74,16.44,18.3,0,2.3,18.7,123.2
13558,,,,,5.76,23.3,20.2,0,2.2,26.0,251.9
13566,,,,,5.96,20.1,15.1,0,2.0,31.4,245.1
13569,,,,,5.88,15.61,18.1,0,2.1,75.0,186.9
13570,,,,,5.99,36.1,30.7,0,3.0,52.0,343.5
13662,,,,,5.58,22.7,15.4,0,2.0,49.1,289.0
13666,,,,,5.74,19.97,8.5,0,1.1,21.8,53.8
13671,,,,,5.69,33.1,22.2,0,2.6,20.3,117.7
13681,,,,,5.88,11.23,4.2,2,0.7,11.0,26.1
13701,,,,,5.61,15.0,8.5,0,1.2,61.7,167.9
13741,,,,,5.96,20.1,12.0,0,1.6,48.3,159.8
13777,,,,,5.86,32.5,6.7,0,0.9,19.9,89.2
13782,,,,,5.74,10.15,11.1,0,1.2,7.0,78.9
13784,,,,,5.99,21.9,26.1,0,2.6,31.2,219.9
13790,,,,,5.73,11.93,27.4,0,2.8,24.9,181.0
13793,,,,,5.93,14.75,11.5,0,1.5,37.6,275.3
13817,,,,,5.84,27.2,13.0,0,1.7,72.6,161.7
13818,,,,,5.53,27.4,46.7,0,3.7,20.3,150.3
13829,,,,,5.91,19.76,15.5,1,2.0,16.9,112.7
13830,,,,,5.9,30.5,33.5,0,3.7,49.1,475.6
13831,,,,,5.73,17.4,14.7,0,1.8,40.1,151.3
13833,,,,,5.9,18.16,13.4,0,1.5,30.8,105.6
13849,,,,,5.63,23.6,18.1,0,2.1,44.8,473.3
13851,,,,,5.67,13.24,26.2,0,3.0,14.3,59.0
13857,,,,,5.91,10.82,33.3,0,3.6,0.0,62.5
13866,,,,,5.96,16.61,23.8,1,2.4,46.1,196.4
13880,,,,,5.67,12.7,48.2,0,5.0,20.9,222.3
13961,,,,,5.87,23.3,11.1,0,1.6,17.3,112.3
13967,,,,,5.68,23.2,11.1,0,1.4,35.3,258.6
13979,,,,,5.53,18.87,7.1,1,1.0,43.7,141.0
13999,,,,,5.75,15.12,21.5,1,2.2,35.8,240.3
14003,,,,,5.51,21.5,9.2,1,1.2,26.3,97.8
14027,,,,,5.7,10.97,24.8,0,2.2,21.2,257.3
14041,,,,,5.92,33.6,60.9,2,6.0,33.8,225.8
14042,,,,,5.52,12.68,41.7,0,4.2,41.2,132.8
14046,,,,,5.73,10.55,37.5,0,4.1,40.6,482.1
14057,,,,,5.73,21.6,12.7,0,1.8,59.8,284.7
14059,,,,,5.93,25.3,8.5,0,1.1,89.3,71.4
14071,,,,,5.98,23.7,15.1,0,2.0,49.8,137.7
14079,,,,,5.75,14.76,10.8,0,1.3,50.0,133.8
14081,,,,,5.82,16.76,33.7,0,3.8,27.0,213.5
14106,,,,,5.86,17.96,38.4,0,3.6,63.6,258.9
14108,,,,,5.71,18.13,17.9,0,2.3,15.2,79.8
14112,,,,,5.53,18.79,34.2,0,3.4,58.3,325.9
14115,,,,,5.78,11.43,48.1,0,5.2,58.0,384.1
14118,,,,,5.75,15.53,33.2,0,3.6,95.9,496.1
14130,,,,,5.84,15.32,9.6,0,1.4,66.9,249.7
14135,,,,,5.78,13.08,19.0,0,2.5,19.8,155.1
14249,,,,,6.0,33.3,23.4,0,2.6,17.8,56.7
14252,,,,,5.83,11.13,38.3,0,3.9,11.8,162.2
14263,,,,,6.0,31.5,31.6,0,3.5,8.4,92.9
14273,,,,,5.51,24.5,24.7,0,3.0,16.5,68.0
14282,,,,,5.82,10.0,9.1,0,1.2,56.8,103.7
14306,,,,,6.0,16.65,36.0,0,3.6,21.6,119.7
14310,,,,,5.71,13.26,22.8,0,2.5,49.8,533.9
14334,,,,,5.6,11.1,37.1,0,3.8,34.1,188.8
14337,,,,,5.96,20.3,53.5,0,5.3,40.6,122.2
14339,,,,,5.84,33.0,18.7,0,2.0,37.2,283.2
14349,,,,,5.64,13.62,39.0,0,4.3,33.8,298.2
14353,,,,,5.72,18.05,19.8,0,2.5,20.8,69.0
14354,,,,,5.95,17.73,6.7,0,1.0,11.2,153.8
14360,,,,,5.93,16.51,12.2,0,1.7,27.1,124.7
14370,,,,,5.75,13.41,59.8,1,5.6,31.6,155.9
14391,,,,,5.56,11.37,10.8,0,1.4,23.8,88.5
14393,,,,,5.84,16.19,62.0,0,5.6,24.5,474.0
14425,,,,,5.88,13.42,41.6,0,4.5,69.2,271.7
14430,,,,,6.0,11.95,13.5,0,1.6,56.0,211.2
14480,,,,,5.88,17.39,19.2,0,2.2,62.3,103.0
14491,,,,,5.9,19.02,11.3,0,1.4,65.1,68.5
14496,,,,,6.0,10.12,13.6,0,1.4,44.1,67.6
14509,,,,,5.96,36.0,31.7,0,4.3,51.0,171.5
14525,,,,,5.52,23.7,13.1,0,1.7,46.4,131.1
14559,,,,,5.75,23.3,15.4,0,1.6,50.0,150.2
14567,,,,,5.95,18.98,13.2,0,1.7,31.6,106.9
14575,,,,,5.56,17.69,10.5,0,1.4,9.6,71.8
14604,,,,,5.93,10.24,38.6,0,2.7,11.0,227.9
14609,,,,,5.89,34.7,20.4,0,1.7,38.8,128.6
14612,,,,,5.87,25.5,9.0,0,1.2,17.4,101.8
14628,,,,,5.6,16.37,28.0,1,2.9,62.3,205.0
14638,,,,,5.74,10.01,40.0,0,3.2,12.7,188.6
14673,,,,,5.85,38.4,57.6,1,4.1,32.6,48.9
14679,,,,,5.81,24.4,35.5,0,2.9,31.0,76.2
14689,,,,,5.6,11.17,15.3,0,1.5,40.8,83.4
14714,,,,,5.54,19.28,24.5,0,2.1,30.1,148.6
14777,,,,,5.69,34.3,32.1,0,3.1,147.3,162.4
14779,,,,,5.63,27.7,23.7,0,2.4,26.3,75.7
14808,,,,,5.81,16.66,38.0,0,2.9,41.7,202.6
14811,,,,,5.83,24.8,22.2,0,2.2,50.0,175.6
14815,,,,,5.6,20.4,18.8,0,1.8,38.4,212.0
14830,,,,,6.0,22.4,33.3,0,2.6,76.1,353.2
14838,,,,,5.57,13.6,94.0,0,5.8,96.5,353.5
14852,,,,,5.76,13.42,10.5,0,1.2,47.8,86.5
14858,,,,,5.64,21.7,51.5,0,4.0,67.3,320.1
14860,,,,,5.62,11.64,25.4,0,2.1,48.7,209.3
14865,,,,,5.71,10.08,38.3,0,3.5,46.4,226.2
14877,,,,,5.87,14.09,33.9,1,2.9,55.9,245.6
14881,,,,,5.63,11.18,24.1,0,2.2,23.2,177.8
14904,,,,,5.91,26.1,34.1,0,2.7,55.6,444.1
14912,,,,,5.51,18.62,33.0,0,3.1,23.8,265.2
14985,,,,,5.82,12.52,33.2,0,2.5,37.7,80.0
15036,,,,,5.73,19.64,30.6,1,2.7,62.3,257.6
15038,,,,,5.73,38.7,24.7,0,2.6,44.3,264.9
15054,,,,,5.66,14.63,39.8,0,2.4,104.9,63.3
15086,,,,,5.82,23.8,26.2,0,2.7,45.6,324.8
15090,,,,,5.92,24.1,21.4,0,2.0,33.0,69.1
15128,,,,,5.81,11.86,28.2,1,2.5,14.3,264.6
15141,,,,,5.57,28.6,31.1,0,2.0,38.2,36.7
15148,,,,,5.69,15.61,18.9,0,1.4,57.6,33.7
15160,,,,,5.5,31.8,27.7,0,2.2,96.4,117.0
15209,,,,,5.94,31.4,35.5,0,3.4,34.1,177.4
15212,,,,,5.62,34.8,51.3,1,2.7,49.8,129.0
15247,,,,,5.96,16.58,15.5,1,1.6,37.6,101.9
15254,,,,,5.98,28.0,35.1,0,2.6,72.5,183.9
15258,,,,,5.69,17.35,36.7,0,3.7,16.3,377.4
15272,,,,,5.75,12.16,30.5,0,3.1,51.9,273.8
15305,,,,,5.53,33.6,50.0,0,4.3,34.0,200.5
15321,,,,,5.98,22.5,21.9,1,2.1,48.7,203.4
15356,,,,,5.97,34.3,481.9,0,14.3,165.0,3104.8
15633,,,,,5.89,17.63,18.7,0,1.8,23.3,155.2
15670,,,,,5.63,34.7,42.5,0,3.6,29.6,77.7
15673,,,,,5.55,15.35,44.0,1,4.0,25.9,419.7
15675,,,,,5.64,10.65,40.9,1,3.4,18.8,262.2
15717,,,,,5.91,26.9,62.9,0,5.8,6.7,139.6
15738,,,,,5.6,10.54,39.9,0,4.1,17.0,153.2
15746,,,,,5.76,14.14,39.1,0,3.9,27.6,371.0
15755,,,,,5.77,15.48,3.7,0,0.6,28.3,102.7
15787,,,,,5.92,11.49,37.8,0,3.6,74.7,76.4
15924,,,,,5.62,14.97,7.6,0,1.0,10.9,150.4
16111,,,,,5.62,12.25,5.3,0,0.9,22.3,83.6
16255,,,,,5.63,11.84,16.5,0,1.7,23.8,125.0
16383,,,,,5.8,13.73,2.8,0,0.4,20.9,55.2
16476,,,,,5.79,24.5,28.7,0,3.2,6.8,138.0
16484,,,,,5.6,10.54,49.8,0,4.3,26.9,228.2
16499,,,,,5.72,12.87,6.6,0,0.8,22.4,55.4
16506,,,,,5.58,36.7,7.8,1,1.1,44.1,119.6
16507,,,,,5.75,38.9,21.0,0,2.5,7.3,116.2
16515,,,,,5.71,15.36,8.8,0,1.0,12.2,151.9
16638,,,,,5.56,10.7,32.9,0,3.4,22.2,278.3
16694,,,,,5.85,12.03,12.2,0,1.2,69.9,285.6
16854,,,,,5.91,13.27,31.8,0,3.3,10.4,73.0
16870,,,,,5.95,22.5,30.7,0,2.5,6.3,430.2
16874,,,,,5.83,26.3,59.4,2,4.4,18.4,51.8
16896,,,,,5.69,15.1,34.1,0,3.0,10.7,133.9
16976,,,,,5.98,10.46,5.1,0,0.7,44.8,113.7
17206,,,,,5.61,11.73,17.8,0,1.9,32.2,158.5
17252,,,,,5.61,12.16,11.5,6,1.4,40.4,601.2
17258,,,,,5.52,14.68,10.3,0,1.0,7.9,174.8
17291,,,,,5.89,12.62,12.8,1,1.6,11.6,191.8
17295,,,,,5.79,15.37,4.0,0,0.6,15.1,119.0
17426,,,,,5.82,12.37,35.3,1,2.4,10.7,137.1
17596,,,,,5.89,10.73,6.2,1,0.7,25.6,139.9
17624,,,,,5.5,17.15,11.5,0,1.3,17.6,171.3
17680,,,,,5.72,14.81,20.8,0,2.1,28.5,171.8
17699,,,,,5.63,12.89,6.5,0,0.8,48.9,102.3
17945,,,,,5.58,25.5,12.4,0,1.5,42.4,84.2
17955,,,,,5.65,28.5,30.3,0,3.1,57.6,267.8
18073,,,,,5.74,16.75,6.7,3,1.0,46.5,292.3
18093,,,,,5.89,11.9,40.1,0,5.1,12.1,108.3
18095,,,,,5.81,10.43,3.7,1,0.4,7.5,27.6
