,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
8443,,,,,6.18,10.49,8.4,0,1.0,15.8,68.4
8446,,,,,6.34,13.96,17.5,0,2.0,45.3,148.6
8447,,,,,7.02,19.63,55.7,6,6.0,28.5,61.5
8453,,,,,6.09,17.49,9.7,0,1.1,35.6,119.7
8454,,,,,7.0,14.5,11.1,2,1.1,68.3,130.1
8455,,,,,6.71,12.86,15.9,0,1.9,44.1,99.4
8468,,,,,6.16,10.61,8.2,0,0.9,33.6,72.5
8472,,,,,6.88,18.37,9.5,1,1.1,68.5,393.6
8480,,,,,6.88,11.43,14.4,1,1.5,29.2,107.3
8484,,,,,6.28,18.05,8.7,1,1.1,33.2,180.0
8489,,,,,6.27,19.7,9.0,0,1.1,34.3,162.2
8490,,,,,6.45,13.34,9.4,1,1.2,57.7,179.5
8495,,,,,6.4,14.54,8.4,1,1.0,40.6,209.1
8498,,,,,6.59,17.1,10.4,1,1.2,40.5,149.4
8501,,,,,6.3,16.21,17.5,0,1.9,46.8,160.0
8502,,,,,6.24,16.44,18.1,0,2.1,53.0,221.9
8504,,,,,6.44,19.46,14.1,0,1.4,45.6,147.3
8509,,,,,6.54,13.7,11.1,1,1.2,53.5,52.9
8512,,,,,6.59,18.17,13.5,2,1.4,10.2,34.3
8513,,,,,6.82,14.72,12.0,1,1.4,67.3,229.1
8519,,,,,6.68,19.28,19.3,1,2.2,55.3,305.9
8525,,,,,7.1,11.88,12.0,2,1.1,39.4,73.7
8530,,,,,6.82,14.88,18.2,5,1.9,89.3,406.4
8537,,,,,6.92,12.45,11.8,0,1.3,37.4,99.3
8538,,,,,6.27,12.78,19.2,0,1.7,61.4,74.7
8554,,,,,7.0,17.84,13.7,3,1.5,9.5,100.7
8588,,,,,6.38,11.07,18.3,0,2.1,26.0,72.4
8596,,,,,6.16,18.2,6.4,0,0.8,37.4,123.7
8617,,,,,6.19,11.22,8.2,0,0.9,14.8,28.5
8618,,,,,6.49,18.43,7.9,0,0.9,42.7,209.2
8631,,,,,6.16,13.7,16.8,0,1.9,18.7,131.4
8632,,,,,6.61,11.94,20.1,0,2.3,45.1,80.2
8640,,,,,6.07,10.26,10.4,0,1.3,36.5,186.4
8641,,,,,6.45,16.84,15.1,0,1.7,107.4,354.2
8644,,,,,6.09,18.41,10.4,0,1.4,22.3,73.0
8650,,,,,6.87,14.47,11.3,1,1.3,47.8,80.4
8654,,,,,6.13,13.24,12.2,0,1.3,43.8,106.1
8655,,,,,6.54,14.6,12.9,0,1.5,25.6,194.0
8660,,,,,6.82,17.35,15.4,2,1.5,15.4,163.2
8673,,,,,7.25,12.35,18.0,7,2.0,12.2,55.2
8678,,,,,6.77,14.59,6.5,1,0.8,50.2,92.1
8687,,,,,6.28,13.78,4.7,0,0.6,46.9,119.1
8691,,,,,6.31,16.31,16.8,0,1.4,79.2,102.5
8692,,,,,6.99,18.08,11.7,2,1.4,66.4,232.4
8705,,,,,7.23,15.7,7.8,1,0.9,31.5,72.2
8712,,,,,6.43,17.74,9.1,1,1.1,50.8,99.5
8727,,,,,6.61,11.95,12.3,1,1.3,19.3,40.2
8730,,,,,6.5,14.13,7.8,3,0.8,76.1,124.6
8734,,,,,6.45,13.7,9.5,1,1.2,50.7,101.6
8747,,,,,6.16,12.59,7.0,1,0.8,58.0,73.1
8752,,,,,7.29,13.65,27.8,14,2.3,24.2,34.1
8766,,,,,7.1,16.83,13.6,7,1.3,34.8,80.7
8784,,,,,7.01,13.37,16.5,0,2.0,34.2,201.9
8787,,,,,7.27,16.27,10.5,3,1.4,76.5,238.0
8793,,,,,6.12,11.78,6.6,0,0.9,30.7,165.8
8796,,,,,7.04,19.47,9.5,2,1.3,62.7,188.1
8797,,,,,6.68,17.89,7.9,1,1.1,40.2,138.6
8803,,,,,6.76,18.78,18.4,0,2.2,30.8,266.4
8810,,,,,6.48,11.08,7.7,0,0.9,38.1,104.9
8828,,,,,7.42,16.91,13.0,12,1.4,29.6,132.6
8858,,,,,6.01,11.41,8.1,0,0.9,54.8,24.2
8862,,,,,6.56,16.03,14.3,0,1.8,44.9,106.4
8869,,,,,7.18,17.07,14.5,1,2.0,12.4,45.6
8875,,,,,6.16,14.05,48.3,0,4.6,60.9,60.3
8877,,,,,6.99,16.31,12.6,0,1.4,65.6,148.7
8882,,,,,6.0,16.07,10.4,0,1.4,37.7,70.2
8885,,,,,7.2,14.24,16.5,4,2.0,33.7,48.2
8909,,,,,6.43,11.13,13.9,1,1.6,31.2,204.8
8919,,,,,6.31,18.11,11.8,1,1.5,54.4,163.4
8925,,,,,6.33,13.42,10.5,0,1.1,68.2,60.3
8926,,,,,6.45,11.8,10.0,0,1.2,41.6,48.2
8927,,,,,6.34,10.25,4.8,0,0.7,47.6,112.4
8944,,,,,7.03,11.49,8.0,1,0.8,36.9,23.8
8963,,,,,6.4,13.4,7.2,0,0.8,57.3,152.9
8966,,,,,6.4,12.4,9.6,13,1.2,69.2,97.0
8974,,,,,6.11,14.2,9.5,0,1.3,26.7,22.1
8975,,,,,7.47,17.92,10.6,578,2.4,7.3,9.3
8982,,,,,6.62,15.56,25.3,0,2.9,8.6,253.7
8986,,,,,6.0,19.72,21.2,0,2.1,64.3,218.6
8994,,,,,6.36,15.71,14.5,0,1.8,17.7,20.3
8999,,,,,6.49,13.05,11.0,0,1.2,54.3,89.7
9052,,,,,6.91,18.03,10.8,1,1.3,69.7,208.2
9058,,,,,6.93,13.21,7.5,0,0.9,85.3,92.4
9074,,,,,6.97,10.34,14.8,1,1.8,61.8,153.6
9095,,,,,6.45,17.02,12.6,0,1.6,52.6,194.8
9098,,,,,6.94,15.86,10.5,1,1.3,108.1,143.1
9108,,,,,7.49,11.77,15.2,21,1.2,36.4,68.7
9109,,,,,6.96,17.42,9.6,0,1.1,91.9,123.5
9114,,,,,6.55,13.41,11.0,0,1.3,78.0,114.3
9118,,,,,6.12,10.89,10.8,0,1.2,82.5,100.0
9137,,,,,6.43,13.01,16.1,0,2.0,15.9,99.7
9138,,,,,6.58,15.27,11.0,0,1.0,46.3,102.7
9152,,,,,6.44,18.5,8.0,0,1.0,33.9,83.2
9170,,,,,7.18,12.11,6.7,1,0.9,35.1,74.8
9178,,,,,7.43,19.19,14.8,3,1.5,51.1,107.7
9188,,,,,7.21,10.8,18.4,0,1.6,66.1,186.6
9203,,,,,6.28,19.82,7.5,3,1.1,89.6,139.4
9205,,,,,6.17,18.47,6.9,3,0.8,83.5,42.8
9206,,,,,6.62,16.69,11.7,1,1.2,49.1,37.8
9224,,,,,6.01,15.85,17.3,1,1.8,77.2,249.8
9231,,,,,6.72,17.8,16.1,0,1.7,80.2,237.4
9242,,,,,6.01,13.05,8.0,2,1.1,9.1,55.5
9276,,,,,6.64,14.05,12.5,1,1.2,32.9,39.8
9277,,,,,6.6,18.0,7.5,3,0.9,61.8,81.6
9278,,,,,6.23,14.54,15.3,0,1.6,56.0,59.1
9291,,,,,6.27,15.3,12.8,0,1.5,26.7,47.1
9310,,,,,6.16,15.61,16.8,0,1.7,19.1,94.2
9329,,,,,6.75,14.74,9.6,0,1.2,35.1,79.9
9331,,,,,6.0,16.35,19.0,0,2.1,27.5,193.7
9333,,,,,6.35,13.66,12.1,0,1.5,21.6,100.4
9334,,,,,7.35,16.62,14.3,2,1.6,86.5,258.7
9337,,,,,6.03,14.64,12.2,0,1.5,28.2,81.0
9338,,,,,6.47,11.43,38.1,0,3.3,16.0,308.4
9339,,,,,6.57,14.95,12.7,0,1.5,80.9,179.1
9359,,,,,6.14,14.24,12.4,0,1.3,45.7,173.4
9379,,,,,6.42,11.29,13.6,1,1.6,53.6,185.1
9381,,,,,6.65,16.85,9.8,1,1.1,41.0,215.7
9386,,,,,6.58,15.56,8.0,1,0.9,52.7,86.0
9389,,,,,6.7,10.32,10.5,0,1.3,44.7,136.7
9401,,,,,6.6,15.99,14.2,1,1.8,54.9,207.1
9411,,,,,6.55,13.74,9.6,0,1.3,21.8,26.2
9418,,,,,6.97,18.64,16.4,1,1.7,69.0,210.6
9427,,,,,6.7,11.19,8.8,1,1.1,53.2,106.6
9447,,,,,7.1,14.09,5.7,2,0.8,33.8,54.4
9457,,,,,7.48,11.17,5.1,10,0.6,133.7,45.5
9465,,,,,7.48,13.66,9.6,5,1.2,20.4,101.1
9473,,,,,6.75,10.84,17.0,0,2.0,19.3,46.6
9474,,,,,7.39,10.29,10.4,3,1.1,49.0,17.7
9478,,,,,7.31,14.61,15.4,13,1.9,18.7,216.0
9492,,,,,6.11,10.11,11.6,0,1.3,22.9,17.3
9502,,,,,6.26,11.52,9.2,0,0.9,27.8,21.1
9517,,,,,6.76,16.09,9.5,0,1.1,71.3,136.7
9547,,,,,6.58,10.5,19.1,0,2.1,26.6,137.5
9554,,,,,6.63,14.73,7.2,1,1.0,58.0,211.1
9559,,,,,6.62,17.45,9.1,1,1.2,105.7,246.3
9563,,,,,7.03,11.52,10.0,2,1.2,31.2,54.5
9574,,,,,7.31,12.4,7.0,5,0.7,50.0,51.6
9623,,,,,6.01,11.07,10.9,0,1.2,27.3,93.0
9627,,,,,7.5,15.69,7.4,1,0.9,40.2,62.9
9629,,,,,6.26,11.46,10.6,0,1.2,56.9,114.8
9636,,,,,6.06,13.6,8.1,0,1.1,114.6,172.7
9644,,,,,7.3,18.92,13.7,11,1.5,12.1,119.7
9649,,,,,6.43,18.73,10.4,0,1.3,20.9,120.0
9665,,,,,6.95,16.27,8.7,0,1.2,14.5,120.2
9666,,,,,7.2,13.12,11.9,2,1.3,22.6,170.6
9684,,,,,6.92,19.95,10.4,3,1.3,169.5,346.8
9693,,,,,7.35,11.73,10.7,7,1.1,44.9,112.9
9696,,,,,7.47,14.36,12.2,1,0.8,38.5,239.0
9699,,,,,7.45,19.94,13.8,2,1.6,70.1,306.1
9710,,,,,6.36,13.12,10.9,0,1.1,19.9,71.5
9715,,,,,6.05,16.7,8.5,0,1.0,50.5,170.5
9725,,,,,7.11,10.91,8.1,39,1.3,75.6,65.8
9734,,,,,6.34,16.18,17.9,0,2.0,58.9,288.2
9748,,,,,7.24,17.85,11.4,21,1.4,79.0,78.9
9761,,,,,6.06,14.97,15.0,0,1.6,76.2,157.0
9765,,,,,7.28,11.34,9.8,3,0.8,17.9,10.1
9784,,,,,6.0,19.11,80.6,0,4.6,93.2,484.0
9802,,,,,7.14,18.96,22.7,8,2.5,81.9,193.0
9842,,,,,7.0,17.09,8.7,1,1.3,68.2,57.4
9872,,,,,7.23,11.38,23.6,3,2.5,34.2,216.7
9874,,,,,6.05,10.38,28.3,0,2.3,9.1,27.2
9879,,,,,7.46,11.81,14.9,5,1.9,25.2,138.0
9881,,,,,7.33,17.68,22.6,14,2.4,26.2,55.5
9888,,,,,6.14,10.14,20.8,0,1.9,36.5,91.1
9890,,,,,7.45,12.21,19.0,22,2.2,20.9,91.7
9894,,,,,7.43,11.29,20.4,19,2.0,52.9,150.7
9895,,,,,7.37,18.77,49.9,9,3.4,10.0,47.9
9898,,,,,7.23,18.38,22.1,15,2.6,87.8,306.3
9903,,,,,7.15,17.8,33.0,27,3.3,29.6,48.1
9908,,,,,7.32,19.1,19.0,14,1.8,18.7,78.6
9920,,,,,7.06,10.91,29.8,0,2.6,6.8,56.2
9922,,,,,6.12,12.5,46.5,0,3.5,14.2,56.1
9925,,,,,6.35,16.92,167.9,0,13.3,27.3,109.1
9934,,,,,6.82,12.22,17.6,0,1.8,23.6,95.1
9943,,,,,7.26,13.12,29.9,29,2.3,16.1,53.4
9954,,,,,6.2,10.46,18.0,0,1.5,60.7,111.2
9956,,,,,6.86,15.43,26.4,3,2.6,21.5,204.8
9960,,,,,7.06,12.06,29.2,1,2.9,58.2,349.3
9965,,,,,6.76,12.49,26.7,2,2.7,83.9,353.8
9984,,,,,7.3,15.11,19.5,5,1.9,50.9,353.6
9991,,,,,7.3,12.64,15.2,3,1.3,25.7,38.9
9994,,,,,6.51,11.8,39.2,1,3.1,27.2,24.5
9996,,,,,7.1,10.17,26.6,3,2.5,20.5,112.7
9999,,,,,7.44,16.84,30.2,5,2.9,15.4,102.2
10003,,,,,7.19,18.8,45.4,19,4.1,11.7,54.8
10011,,,,,7.39,18.28,23.5,18,2.0,22.3,95.5
10017,,,,,7.11,14.75,23.1,2,2.2,21.8,93.1
10020,,,,,6.76,10.4,12.3,1,1.2,10.7,93.1
10028,,,,,7.22,18.11,42.1,106,2.3,132.4,155.5
10029,,,,,7.19,18.98,20.8,9,2.0,26.6,54.2
10030,,,,,6.2,10.01,16.7,0,1.8,18.8,32.5
10031,,,,,6.03,10.43,16.3,7,1.8,7.8,142.4
10032,,,,,7.04,15.24,13.7,1,1.4,16.6,19.5
10034,,,,,6.59,16.41,42.5,0,4.0,19.8,77.2
10039,,,,,6.23,11.02,23.9,0,2.2,12.7,165.6
10040,,,,,7.41,17.42,30.2,27,2.6,12.1,49.2
10056,,,,,7.32,19.85,24.9,4,2.8,27.3,164.5
10062,,,,,7.23,15.16,20.2,3,2.0,8.4,65.3
10063,,,,,6.72,10.63,18.7,0,2.1,13.4,86.2
10064,,,,,7.02,12.26,12.3,14,1.2,18.5,63.6
10067,,,,,6.13,16.42,25.9,0,2.6,9.4,61.2
10070,,,,,6.98,13.71,17.6,2,1.9,54.4,208.4
10073,,,,,6.23,14.03,21.5,0,2.2,49.9,182.5
10074,,,,,7.42,18.62,15.6,53,1.4,22.1,112.5
10082,,,,,7.02,18.46,32.8,3,3.2,23.8,87.9
10084,,,,,6.44,19.51,72.5,0,5.3,35.2,269.2
10085,,,,,7.24,12.77,21.6,7,2.1,15.9,84.0
10086,,,,,7.38,16.02,22.7,11,2.4,20.8,198.7
10094,,,,,7.18,18.82,8.8,12,0.7,10.2,42.8
10106,,,,,6.93,11.5,21.1,4,1.5,10.9,84.2
10109,,,,,7.18,15.85,18.8,53,1.6,15.7,86.8
10118,,,,,6.75,19.99,20.8,2,2.0,64.3,234.5
10163,,,,,6.16,14.1,28.5,0,2.5,7.2,204.5
10165,,,,,6.24,11.23,20.5,7,2.2,62.0,167.6
10166,,,,,7.48,14.31,21.1,26,2.2,19.1,53.4
10167,,,,,6.31,10.66,31.1,1,2.9,6.9,39.8
10171,,,,,7.23,15.27,17.3,9,1.8,21.8,151.0
10172,,,,,7.43,12.42,19.9,8,2.2,17.4,102.4
10173,,,,,6.95,13.72,10.8,2,1.3,29.0,105.8
10174,,,,,7.23,13.61,35.3,34,3.4,37.4,126.9
10177,,,,,7.36,16.19,24.4,15,2.2,39.3,170.0
10182,,,,,7.47,16.21,18.7,15,1.9,23.2,200.5
10187,,,,,7.34,13.03,12.7,3,1.4,10.2,95.7
10189,,,,,7.41,13.31,19.5,9,1.8,24.4,181.1
10191,,,,,7.22,10.26,24.2,4,2.6,4.7,245.6
10192,,,,,7.27,12.29,21.0,45,2.0,26.2,198.4
10193,,,,,7.17,15.21,28.8,7,3.1,16.9,81.6
10194,,,,,7.47,13.14,15.8,66,1.5,29.2,84.0
10195,,,,,7.05,14.53,17.9,4,2.1,103.0,389.6
10196,,,,,7.05,14.31,23.0,24,2.5,245.4,297.5
10197,,,,,7.21,15.12,27.3,8,2.9,20.5,102.0
10198,,,,,7.5,18.07,18.9,41,2.0,47.3,176.9
10200,,,,,7.45,11.81,18.1,13,1.7,15.7,69.6
10201,,,,,7.44,15.52,30.9,50,2.6,13.0,113.1
10205,,,,,7.22,10.14,21.2,6,2.1,23.8,75.4
10209,,,,,7.47,11.12,12.5,10,1.3,26.5,103.3
10211,,,,,6.81,11.87,10.7,1,1.2,27.6,219.3
10213,,,,,7.25,11.96,23.1,3,2.6,9.7,170.2
10219,,,,,7.5,13.69,24.8,38,2.2,8.5,60.4
10222,,,,,7.4,16.63,18.3,16,2.2,45.9,250.3
10224,,,,,7.15,10.13,11.0,1,1.3,21.1,152.8
10225,,,,,6.27,17.5,93.6,0,7.3,30.0,105.8
10228,,,,,6.13,13.07,17.1,0,1.8,35.4,283.7
10230,,,,,6.77,12.0,22.2,0,2.5,14.0,86.0
10242,,,,,6.05,16.13,21.1,1,2.1,23.7,219.1
10249,,,,,7.43,16.2,17.5,19,1.8,13.7,63.3
10255,,,,,7.12,11.94,19.5,6,2.1,10.4,52.4
10257,,,,,7.07,11.38,35.1,8,3.4,31.4,144.3
10259,,,,,7.05,13.84,13.2,5,1.5,10.1,103.6
10260,,,,,7.11,17.7,11.7,3,1.3,15.6,139.4
10265,,,,,6.94,11.6,16.4,3,1.7,21.1,69.2
10266,,,,,6.13,13.9,26.7,1,2.5,10.1,25.3
10267,,,,,6.11,12.85,25.6,0,2.6,11.5,65.1
10268,,,,,7.23,13.29,18.6,8,1.9,10.1,59.7
10269,,,,,7.34,18.66,19.2,4,2.1,12.2,141.9
10273,,,,,6.5,18.05,82.8,1,6.1,18.4,101.9
10274,,,,,7.05,11.96,33.1,5,2.8,12.3,87.4
10277,,,,,6.03,11.83,9.5,0,1.2,27.6,105.7
10282,,,,,6.13,14.1,18.3,0,2.1,18.1,223.9
10288,,,,,7.41,11.14,16.5,13,1.8,29.3,70.5
10290,,,,,7.25,11.48,14.7,24,1.6,13.0,74.4
10291,,,,,7.1,14.23,32.2,7,3.5,40.6,136.0
10296,,,,,7.08,14.81,28.9,1,3.1,33.0,218.1
10300,,,,,7.0,10.98,16.1,2,1.5,17.5,53.7
10302,,,,,6.9,19.64,67.6,19,6.4,32.8,117.3
10303,,,,,7.27,11.85,15.7,7,1.6,58.0,262.1
10305,,,,,7.34,14.0,23.8,26,2.1,15.1,91.9
10308,,,,,7.4,14.95,13.4,7,1.5,47.5,207.3
10313,,,,,7.35,14.1,17.5,24,1.8,23.6,69.9
10322,,,,,7.22,16.38,34.1,42,3.2,19.6,91.3
10323,,,,,7.08,11.09,20.3,13,2.2,15.2,70.2
10325,,,,,7.44,10.04,14.9,7,1.5,13.0,89.5
10329,,,,,7.21,10.85,16.0,4,1.7,9.8,100.5
10334,,,,,6.57,10.47,18.9,0,2.2,45.0,314.7
10336,,,,,7.15,15.69,8.2,8,0.7,11.1,65.6
10340,,,,,7.11,10.66,12.0,3,1.2,37.6,146.4
10343,,,,,6.2,10.38,20.6,0,2.3,39.3,108.5
10345,,,,,7.4,12.41,16.3,6,1.7,22.9,96.9
10357,,,,,6.67,12.08,15.4,3,1.7,39.5,168.2
10363,,,,,7.2,13.29,13.6,3,1.7,15.2,166.1
10370,,,,,7.3,17.58,19.5,59,2.2,14.9,73.3
10371,,,,,7.34,10.28,8.6,2,1.1,16.0,65.8
10374,,,,,7.41,11.96,10.2,13,1.1,20.2,105.4
10387,,,,,7.16,16.04,18.4,15,1.9,17.9,96.4
10397,,,,,7.13,16.39,21.6,3,2.3,9.1,86.2
10402,,,,,6.46,10.92,12.7,0,1.5,18.2,79.1
10407,,,,,6.88,11.43,17.3,3,1.7,21.0,94.6
10413,,,,,6.71,12.63,15.4,3,1.7,148.6,238.5
10417,,,,,6.47,10.32,27.2,0,2.8,13.8,39.8
10419,,,,,6.05,10.97,32.4,0,3.1,23.9,412.4
10422,,,,,7.4,16.93,21.4,8,2.2,15.4,77.1
10423,,,,,7.11,16.81,11.0,4,1.3,29.1,153.8
10424,,,,,7.03,19.72,33.9,3,3.3,9.1,101.6
10429,,,,,6.59,19.55,25.7,0,2.5,29.9,185.2
10431,,,,,6.99,11.06,24.3,3,2.4,19.2,119.6
10434,,,,,7.4,14.83,17.5,31,2.0,42.6,144.8
10436,,,,,7.12,13.71,31.8,8,3.1,9.0,49.4
10445,,,,,7.1,20.0,44.6,18,3.6,10.4,210.7
10453,,,,,7.34,10.16,14.0,3,1.6,9.9,87.9
10455,,,,,7.01,10.56,22.6,6,2.3,24.7,68.5
10456,,,,,7.18,10.3,13.6,4,1.4,11.0,107.9
10464,,,,,7.16,17.5,14.9,6,1.6,8.8,88.0
10469,,,,,6.68,11.88,31.5,3,3.0,7.5,86.1
10490,,,,,6.4,14.85,29.0,0,2.7,12.5,38.5
10493,,,,,7.22,12.3,17.9,9,1.9,15.0,121.1
10499,,,,,6.4,12.42,17.3,0,1.7,28.7,107.7
10512,,,,,6.55,18.84,24.0,0,2.1,6.9,72.4
10551,,,,,7.5,11.61,12.7,2,1.6,12.3,506.3
10564,,,,,7.27,13.03,14.8,8,1.6,20.0,352.3
10580,,,,,6.02,15.79,18.7,0,1.9,56.8,175.4
10592,,,,,6.33,17.87,25.9,0,2.4,22.4,595.4
10593,,,,,6.4,11.63,8.8,0,0.9,9.2,142.2
10594,,,,,7.41,19.83,14.7,10,1.8,3.7,63.2
10599,,,,,6.55,10.64,9.4,0,1.0,13.1,249.6
10602,,,,,7.18,10.94,11.7,1,1.3,11.8,210.7
10604,,,,,7.07,14.17,15.6,2,1.4,7.3,450.8
10605,,,,,6.1,13.0,7.3,0,1.0,16.2,192.2
