,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
19125,,,,,7.28,19.45,13.1,5,1.6,69.2,253.3
19128,,,,,7.33,30.3,22.7,24,2.7,69.0,849.3
19130,,,,,6.69,12.91,15.9,0,1.9,116.6,399.8
19133,,,,,7.11,10.42,12.2,2,1.5,52.7,226.7
19142,,,,,6.75,11.44,11.5,2,1.3,57.0,192.1
19143,,,,,6.99,10.96,7.2,2,1.0,46.3,159.8
19148,,,,,6.68,49.7,34.7,3,4.1,65.9,651.2
19157,,,,,7.63,34.3,38.8,116,2.7,60.9,633.7
19161,,,,,7.06,19.9,10.4,2,1.2,92.8,200.1
19165,,,,,7.76,16.27,23.4,58,2.2,45.3,628.3
19167,,,,,6.51,50.6,38.4,1,4.6,30.4,143.1
19168,,,,,6.69,61.2,43.4,5,4.8,91.1,328.4
19169,,,,,7.13,26.2,32.0,4,3.7,74.7,296.6
19170,,,,,7.21,23.7,40.2,23,4.4,34.0,513.2
19173,,,,,6.87,35.4,30.4,3,3.3,48.5,87.6
19175,,,,,7.62,34.8,20.7,118,2.8,81.1,537.2
19176,,,,,7.75,22.8,57.8,126,2.5,39.2,365.8
19177,,,,,7.64,20.3,22.7,8,2.6,19.0,136.6
19179,,,,,7.75,26.4,36.3,32,4.0,35.3,362.2
19184,,,,,7.59,32.6,16.0,70,1.8,17.9,217.5
19185,,,,,7.71,33.4,15.1,24,1.8,23.8,328.0
19186,,,,,7.0,20.5,15.0,1,1.7,20.5,403.9
19188,,,,,6.58,11.05,13.5,0,1.2,65.6,140.1
19203,,,,,6.86,19.77,10.1,1,1.3,66.7,288.5
19210,,,,,7.84,32.8,12.3,58,1.4,230.2,274.5
19212,,,,,6.78,53.3,8.2,1,0.9,50.5,161.3
19220,,,,,7.38,25.8,17.7,22,2.0,74.5,190.3
19224,,,,,7.02,31.5,14.2,1,1.8,46.2,255.9
19225,,,,,7.42,27.3,9.4,14,1.2,159.8,136.6
19228,,,,,7.75,21.6,11.6,42,1.4,24.1,58.2
19229,,,,,6.62,24.5,42.8,2,4.7,25.5,235.1
19234,,,,,7.42,41.6,17.8,40,2.3,82.7,395.9
19246,,,,,7.53,17.22,11.4,4,1.4,43.2,61.0
19250,,,,,6.78,14.53,10.2,4,1.3,69.8,126.4
19255,,,,,7.38,27.3,12.6,2,1.7,66.1,310.3
19257,,,,,6.61,29.0,17.9,2,2.2,33.3,96.3
19258,,,,,7.78,21.1,20.0,158,1.9,76.7,244.8
19260,,,,,7.18,33.7,20.1,3,2.3,55.7,397.7
19262,,,,,7.67,31.9,20.8,45,2.6,36.7,189.2
19264,,,,,6.98,20.1,11.9,2,1.5,88.6,235.6
19265,,,,,7.22,17.26,9.2,2,1.1,23.1,43.0
19273,,,,,6.99,13.7,12.0,3,1.3,73.4,151.5
19274,,,,,6.6,20.5,11.4,1,1.3,48.5,206.5
19275,,,,,6.7,12.89,11.4,0,1.5,36.7,132.3
19277,,,,,7.01,29.4,15.2,4,1.8,113.5,241.6
19279,,,,,7.86,21.9,11.1,47,1.5,19.2,231.9
19282,,,,,6.95,17.56,11.6,1,1.5,46.4,191.5
19283,,,,,6.79,10.4,10.9,2,1.2,45.6,165.2
19284,,,,,7.09,12.09,12.8,2,1.4,30.6,192.1
19285,,,,,6.82,12.07,13.3,2,1.5,66.2,269.5
19289,,,,,6.99,24.4,15.3,3,1.8,99.1,259.7
19292,,,,,7.14,14.4,11.5,2,1.5,55.6,200.4
19293,,,,,6.78,11.54,12.8,0,1.5,78.9,162.1
19302,,,,,7.37,21.2,13.5,3,1.4,43.3,194.4
19305,,,,,6.98,19.01,14.2,2,1.5,62.0,194.9
19318,,,,,6.71,11.29,9.2,3,1.1,70.7,133.2
19319,,,,,7.39,23.3,14.6,5,1.6,82.0,271.0
19325,,,,,7.24,38.0,18.8,3,2.3,71.4,323.8
19327,,,,,6.73,50.8,41.8,4,4.9,11.9,117.1
19328,,,,,6.91,14.77,7.6,2,0.9,47.4,86.4
19331,,,,,6.55,15.28,27.5,2,2.9,25.5,408.8
19332,,,,,6.72,24.6,12.2,1,1.6,87.4,455.5
19335,,,,,7.19,14.41,11.9,2,1.4,45.6,208.0
19341,,,,,7.65,55.0,45.8,156,4.7,63.9,172.3
19344,,,,,7.73,20.0,10.6,52,1.2,17.2,92.4
19346,,,,,6.52,26.4,24.4,1,2.9,111.9,506.8
19347,,,,,6.57,17.11,14.9,2,1.7,59.8,309.6
19348,,,,,7.55,20.7,12.1,4,1.6,31.7,290.0
19349,,,,,7.47,15.9,15.0,7,1.7,52.3,237.0
19351,,,,,6.74,12.49,13.1,1,1.4,38.6,177.6
19353,,,,,7.72,33.0,30.1,211,2.8,39.8,143.0
19355,,,,,7.28,16.85,11.5,2,1.5,54.3,97.8
19357,,,,,7.56,29.0,43.7,162,4.7,20.5,747.1
19359,,,,,7.5,33.8,56.5,23,5.6,43.7,171.9
19362,,,,,7.57,21.4,44.3,41,4.6,70.6,275.4
19364,,,,,7.22,18.94,18.9,2,2.3,93.1,318.2
19367,,,,,7.87,35.3,19.0,33,2.1,12.2,279.0
19368,,,,,6.82,11.51,17.1,0,1.9,47.4,441.2
19370,,,,,7.06,15.41,16.9,2,1.9,82.4,444.0
19371,,,,,6.73,21.5,20.9,1,2.3,86.2,537.7
19373,,,,,6.5,10.8,9.9,0,1.1,53.3,180.8
19375,,,,,7.73,14.58,9.2,11,0.9,83.6,78.8
19377,,,,,7.45,24.2,22.0,69,2.3,65.7,370.8
19378,,,,,7.73,22.3,19.3,12,2.2,15.5,250.0
19379,,,,,7.42,34.0,23.0,11,2.7,10.1,189.9
19380,,,,,7.33,30.8,21.2,4,2.6,98.0,448.1
19381,,,,,7.24,73.8,51.8,385,5.2,239.9,332.6
19382,,,,,7.27,37.1,26.3,7,3.0,74.6,465.0
19383,,,,,7.31,24.8,23.9,2,2.9,39.4,382.7
19385,,,,,6.56,48.3,46.9,1,5.3,14.8,274.5
19386,,,,,6.58,17.47,16.5,1,2.0,56.9,335.1
19387,,,,,7.56,34.1,14.4,6,2.0,75.4,427.9
19398,,,,,7.16,15.64,11.4,1,1.5,28.5,216.3
19399,,,,,7.87,31.6,31.0,72,2.7,54.1,280.6
19400,,,,,6.8,26.1,13.7,1,1.9,52.0,255.9
19401,,,,,6.83,35.7,50.3,2,5.5,41.4,296.6
19404,,,,,6.64,10.71,12.3,1,1.5,100.8,207.4
19408,,,,,6.54,29.5,40.2,1,4.7,92.6,287.7
19411,,,,,6.87,26.4,34.8,2,3.9,59.0,489.4
19412,,,,,7.68,22.3,20.1,72,2.5,92.9,552.9
19432,,,,,7.12,15.1,6.8,5,0.9,43.4,78.0
19442,,,,,6.79,11.27,21.9,1,2.5,87.2,26.3
19451,,,,,7.04,28.3,13.1,1,1.7,80.8,177.4
19453,,,,,7.36,24.2,15.4,12,1.9,33.0,191.2
19459,,,,,7.21,51.2,12.9,9,1.7,48.1,131.1
19463,,,,,6.72,11.87,16.5,3,1.7,22.2,84.4
19468,,,,,6.75,17.42,7.1,1,0.9,19.1,77.5
19474,,,,,6.67,17.46,42.3,5,2.3,16.5,33.7
19477,,,,,7.18,25.8,14.4,1,1.7,88.1,96.3
19479,,,,,7.75,26.7,30.8,21,3.4,75.2,409.0
19483,,,,,6.59,29.0,14.1,0,1.8,103.4,378.8
19484,,,,,7.81,35.7,11.3,13,1.6,121.3,318.2
19486,,,,,7.47,38.5,33.9,106,2.9,22.7,210.5
19491,,,,,6.9,15.85,21.6,3,2.3,73.0,446.0
19492,,,,,6.99,45.5,18.1,2,2.3,50.4,707.9
19494,,,,,7.12,21.5,18.0,3,2.1,71.2,511.8
19496,,,,,6.88,11.91,16.2,0,1.4,69.8,138.4
19499,,,,,7.5,23.5,27.8,11,2.8,79.9,99.8
19500,,,,,6.89,31.5,9.0,1,1.2,82.9,248.4
19502,,,,,6.99,45.8,29.1,3,3.1,38.7,48.6
19503,,,,,6.72,10.7,11.2,0,1.3,96.4,96.3
19504,,,,,7.57,26.1,19.8,31,2.1,44.1,340.1
19514,,,,,7.06,26.9,10.9,4,1.5,61.5,116.1
19517,,,,,7.53,25.7,17.0,20,2.1,35.2,186.3
19520,,,,,6.65,10.15,12.7,0,1.6,51.0,246.2
19522,,,,,7.56,13.52,15.7,16,0.7,24.3,101.5
19526,,,,,6.97,28.6,23.5,2,2.7,126.7,301.6
19530,,,,,7.41,20.0,11.1,3,1.3,48.0,101.1
19535,,,,,6.75,17.87,20.5,1,2.4,39.9,109.4
19540,,,,,7.27,23.9,23.7,5,2.3,19.1,261.0
19542,,,,,7.18,14.7,13.5,4,1.6,16.3,197.3
19544,,,,,6.99,11.23,11.3,1,1.3,43.3,259.3
19545,,,,,7.79,18.91,17.6,136,2.0,19.9,408.6
19548,,,,,6.85,23.5,154.6,2,12.2,55.3,215.2
19562,,,,,6.6,75.4,28.6,3,3.0,130.8,543.4
19565,,,,,6.62,18.38,10.0,0,1.4,45.3,135.7
19569,,,,,6.76,21.5,13.2,0,1.6,60.2,164.9
19583,,,,,6.52,20.3,12.2,1,1.7,79.5,168.4
19585,,,,,6.76,18.77,16.9,1,2.1,92.3,349.3
19593,,,,,6.98,33.6,21.5,1,2.5,33.7,805.3
19617,,,,,6.65,12.98,9.0,0,1.0,40.9,188.4
19618,,,,,6.55,16.73,23.9,0,2.8,103.0,454.7
19622,,,,,6.78,15.97,14.4,3,1.3,16.8,36.4
19625,,,,,6.79,10.18,11.6,0,1.2,32.9,49.7
19634,,,,,7.31,25.6,12.7,4,1.4,135.3,195.0
19636,,,,,7.47,49.3,14.8,12,1.6,46.5,111.0
19643,,,,,6.82,28.2,10.8,0,1.4,42.8,224.4
19644,,,,,7.69,20.1,22.0,62,2.3,57.8,220.5
19647,,,,,7.77,33.7,8.5,26,1.1,43.0,156.6
19652,,,,,6.64,24.0,10.8,0,1.2,42.2,197.1
19653,,,,,7.83,24.4,16.3,46,2.1,46.0,343.4
19661,,,,,7.63,30.1,23.8,7,3.0,50.3,278.3
19667,,,,,6.95,24.2,18.0,3,2.2,67.9,482.7
19668,,,,,6.52,21.7,46.5,1,4.7,57.3,466.6
19671,,,,,6.68,36.2,10.4,0,1.3,41.9,117.6
19672,,,,,7.15,29.5,11.2,1,1.5,45.9,211.9
19675,,,,,6.59,12.7,12.8,0,1.5,38.2,191.1
19676,,,,,7.48,29.3,55.2,79,5.6,30.6,453.4
19678,,,,,7.02,26.0,29.1,2,3.2,24.2,514.8
19680,,,,,7.63,21.0,6.5,8,0.8,42.0,152.6
19681,,,,,7.1,44.7,15.1,2,1.9,93.7,566.4
19687,,,,,6.59,14.0,11.6,1,1.3,43.8,147.0
19690,,,,,7.67,37.1,41.3,150,4.4,130.5,780.4
19694,,,,,6.71,58.2,9.6,2,1.0,53.8,159.4
19695,,,,,7.85,19.17,15.8,105,2.3,60.9,578.9
19696,,,,,7.06,45.4,17.2,5,2.1,68.5,332.5
19703,,,,,7.81,22.1,13.0,13,1.7,12.0,225.6
19705,,,,,6.9,18.09,12.9,3,1.6,37.6,88.2
19710,,,,,7.09,40.1,43.2,13,4.3,69.6,600.2
19711,,,,,7.68,28.8,12.3,44,1.6,66.7,361.3
19712,,,,,7.55,36.0,53.1,69,4.6,50.4,142.9
19714,,,,,7.86,34.7,66.4,330,6.3,17.6,148.2
19715,,,,,7.41,17.82,10.3,3,1.4,48.3,158.8
19716,,,,,7.36,36.8,40.4,38,4.5,26.3,486.1
19717,,,,,8.0,42.0,13.4,149,1.6,28.4,129.4
19718,,,,,6.85,18.8,49.2,12,4.9,23.6,257.7
19720,,,,,7.78,29.1,45.9,182,3.0,24.8,116.8
19721,,,,,7.7,39.5,17.6,64,2.3,32.6,666.4
19722,,,,,6.59,58.6,43.9,2,4.6,58.6,212.1
19723,,,,,7.51,39.7,38.7,24,3.2,24.6,95.6
19727,,,,,7.06,28.6,12.8,2,1.7,89.5,371.5
19728,,,,,7.34,14.83,11.1,3,1.5,29.7,143.9
19729,,,,,6.58,39.2,30.9,3,3.1,55.0,37.2
19730,,,,,7.69,17.22,10.7,6,1.4,39.7,214.2
19732,,,,,6.8,22.1,15.6,1,1.9,70.5,353.3
19733,,,,,7.19,27.0,17.2,2,2.0,108.1,497.8
19734,,,,,6.5,20.8,17.4,3,2.2,36.6,317.1
19736,,,,,7.1,28.8,17.0,5,2.1,100.4,296.1
19737,,,,,7.77,33.3,38.0,169,2.0,43.5,286.7
19738,,,,,7.19,14.61,8.0,3,0.9,64.2,153.5
19740,,,,,7.04,20.8,11.6,1,1.4,41.9,229.1
19741,,,,,6.93,20.6,18.8,2,2.3,121.2,599.0
19744,,,,,6.75,41.3,50.2,2,5.4,14.9,427.6
19746,,,,,6.58,22.7,11.7,0,1.5,78.0,240.4
19749,,,,,7.69,20.5,19.5,18,2.3,66.7,502.3
19751,,,,,7.61,49.2,27.5,18,3.4,66.7,678.6
19752,,,,,7.13,53.1,40.1,6,4.5,33.5,160.4
19754,,,,,6.55,21.2,17.6,0,2.2,75.3,190.0
19755,,,,,7.24,23.8,9.9,3,1.2,81.2,229.0
19760,,,,,7.04,28.9,25.7,3,3.0,35.9,61.5
19763,,,,,7.35,38.7,25.9,144,4.3,13.0,105.7
19764,,,,,7.44,32.7,31.8,25,2.8,15.2,38.3
19768,,,,,7.11,68.9,39.7,41,4.3,20.2,78.1
19770,,,,,6.77,24.9,29.5,2,3.4,97.6,104.9
19771,,,,,7.12,14.67,18.8,3,2.2,56.0,423.4
19774,,,,,6.93,13.09,23.9,1,2.9,75.8,114.8
19775,,,,,7.61,12.79,10.2,72,1.1,13.7,64.5
19781,,,,,7.47,12.42,9.1,24,1.1,51.3,105.4
19783,,,,,7.22,26.2,13.8,1,1.7,35.7,295.1
19784,,,,,7.85,17.18,10.0,52,1.5,22.7,114.8
19785,,,,,6.54,24.0,10.7,1,1.4,53.8,224.3
19786,,,,,6.79,28.1,15.6,1,1.8,99.2,403.6
19787,,,,,6.63,29.0,14.7,1,1.8,29.4,181.8
19789,,,,,7.15,15.21,12.8,5,1.5,73.7,243.2
19792,,,,,7.1,11.95,11.6,2,1.4,29.8,119.2
19793,,,,,6.69,20.9,15.8,2,1.8,32.9,232.5
19794,,,,,7.27,14.19,10.1,5,1.3,34.2,88.8
19797,,,,,7.82,22.9,9.2,67,1.1,27.7,167.9
19801,,,,,7.18,12.1,6.0,4,0.8,86.8,65.9
19802,,,,,7.29,45.0,19.2,23,2.0,75.0,376.7
19805,,,,,7.84,18.8,11.2,62,1.3,19.1,219.7
19806,,,,,6.53,31.6,7.3,1,0.9,44.6,238.9
19807,,,,,7.58,33.0,57.3,136,5.7,73.3,188.4
19810,,,,,7.34,22.3,41.1,350,2.9,11.4,101.1
19815,,,,,7.37,22.4,38.6,119,3.8,87.3,483.0
19818,,,,,7.31,22.4,37.5,94,3.2,12.6,260.0
19822,,,,,7.31,78.5,45.3,30,4.0,25.8,650.6
19823,,,,,7.22,19.79,49.9,308,3.5,19.0,150.6
19826,,,,,6.72,21.0,13.6,1,1.5,41.6,291.7
19827,,,,,7.56,21.8,16.7,4,1.9,27.6,453.5
19828,,,,,7.37,19.38,14.8,4,1.6,50.1,454.8
19831,,,,,7.01,61.1,51.9,34,5.6,45.9,270.5
19832,,,,,7.32,11.98,12.6,2,1.4,89.0,280.5
19833,,,,,7.71,46.2,28.5,63,2.6,171.5,659.3
19834,,,,,7.1,17.65,14.8,3,1.8,70.2,329.2
19835,,,,,6.72,25.5,14.3,0,1.8,60.5,154.8
19839,,,,,6.56,17.36,14.7,1,2.0,62.2,347.2
19840,,,,,7.08,26.3,12.0,2,1.3,63.8,198.0
19842,,,,,6.61,26.3,10.7,0,1.4,45.7,207.5
19851,,,,,6.78,67.9,86.8,6,7.3,17.2,681.4
19854,,,,,6.99,21.3,11.9,4,1.5,66.6,217.6
19856,,,,,6.63,27.9,12.0,1,1.6,59.2,275.3
19863,,,,,7.15,22.6,59.9,73,3.9,51.2,437.0
19864,,,,,7.58,22.0,10.7,2,1.2,62.1,215.0
19865,,,,,7.09,38.8,21.3,1,2.6,30.5,127.5
19876,,,,,7.59,29.3,17.0,26,2.0,20.5,193.7
19877,,,,,7.49,59.1,21.5,26,2.5,60.1,659.8
19880,,,,,6.77,21.0,20.7,2,2.3,26.2,64.0
19882,,,,,7.9,23.2,9.3,155,1.5,85.7,179.8
19885,,,,,7.39,28.3,14.0,26,1.6,21.4,151.0
19888,,,,,7.98,28.8,16.4,105,1.9,30.5,298.4
19890,,,,,7.64,37.7,60.8,159,5.4,22.3,114.3
19892,,,,,7.62,26.5,19.9,22,2.2,83.9,431.7
19894,,,,,7.49,28.9,21.0,52,1.8,85.6,394.6
19895,,,,,7.73,20.1,21.2,30,2.1,73.3,422.6
19907,,,,,7.42,24.9,13.2,2,1.8,22.8,226.5
19908,,,,,8.0,26.9,18.3,135,1.6,13.5,119.2
19909,,,,,7.17,27.6,17.9,3,2.1,87.8,394.5
19910,,,,,6.84,20.4,8.1,1,1.0,70.1,206.5
19912,,,,,7.7,20.9,11.9,6,1.6,34.8,185.5
19913,,,,,7.15,58.2,49.2,11,6.0,37.7,380.3
19914,,,,,7.74,15.01,20.0,47,1.9,21.8,255.5
19916,,,,,6.75,12.39,11.2,2,1.4,42.7,221.7
19917,,,,,6.68,24.1,9.7,0,1.4,32.7,200.8
19918,,,,,7.45,24.5,18.1,21,2.4,32.1,311.1
19920,,,,,7.21,25.4,17.5,4,2.2,29.1,143.0
19921,,,,,6.76,19.24,8.5,0,1.1,24.2,142.9
19923,,,,,7.91,26.9,18.0,30,2.0,36.9,100.3
19924,,,,,7.47,31.0,24.2,16,2.8,59.1,713.0
19928,,,,,6.64,20.7,20.9,0,2.8,60.2,211.0
19930,,,,,7.96,18.27,22.8,5,1.2,45.2,200.9
19931,,,,,7.91,25.1,13.3,124,1.6,28.5,235.9
19932,,,,,7.89,21.5,17.8,18,2.1,29.8,456.1
19933,,,,,7.68,26.7,18.3,8,2.2,33.3,306.0
19936,,,,,6.53,17.51,7.9,2,1.1,45.6,155.2
19937,,,,,7.37,25.4,26.9,62,3.0,35.1,91.0
19938,,,,,7.79,34.9,13.9,134,1.7,33.2,242.6
19939,,,,,7.28,54.3,34.3,89,3.2,63.9,508.9
19940,,,,,7.3,18.39,12.6,2,1.7,40.8,203.2
19942,,,,,6.51,23.3,12.9,2,1.7,54.3,81.1
19949,,,,,7.46,41.9,20.4,36,2.3,96.1,413.9
19958,,,,,7.28,73.9,51.1,17,6.0,22.1,107.6
19968,,,,,7.02,28.8,51.2,33,5.2,51.5,276.4
19972,,,,,6.59,19.0,8.2,1,0.9,42.7,97.0
19985,,,,,6.68,20.7,16.5,0,1.8,38.5,155.0
19989,,,,,6.68,27.5,13.2,0,1.7,59.4,240.0
19995,,,,,6.54,21.8,11.9,0,1.2,55.1,63.0
19999,,,,,6.62,24.1,11.1,0,1.5,52.1,236.3
20000,,,,,6.97,37.0,12.0,0,1.5,71.4,267.0
20015,,,,,7.28,33.4,42.3,16,3.8,57.1,142.9
20034,,,,,7.15,15.86,27.1,4,3.1,69.2,96.6
20038,,,,,7.08,24.9,19.0,1,1.8,33.2,82.8
20042,,,,,7.21,18.38,11.8,6,1.6,39.9,155.6
20047,,,,,6.7,52.0,50.8,3,5.9,18.0,222.6
20096,,,,,7.08,12.86,10.2,3,1.1,37.6,124.9
20107,,,,,7.2,64.1,36.3,49,3.2,45.5,429.7
20114,,,,,6.93,17.05,15.7,1,1.9,76.1,162.4
20120,,,,,7.35,46.5,55.4,15,5.7,36.3,150.9
20128,,,,,7.37,12.23,11.2,3,1.5,51.2,159.5
20149,,,,,6.75,19.73,16.3,1,1.8,59.8,182.6
20151,,,,,6.64,33.0,13.0,2,1.6,124.7,332.8
20169,,,,,6.93,33.3,15.3,2,1.8,91.8,179.7
20171,,,,,7.57,60.7,53.4,250,4.4,18.5,76.7
20174,,,,,7.55,76.4,67.2,119,6.7,75.0,387.5
20175,,,,,6.63,36.8,16.6,1,2.2,66.8,338.5
20178,,,,,7.14,15.82,10.1,2,1.5,88.6,229.2
20179,,,,,6.9,23.8,15.0,2,1.8,41.2,369.0
20186,,,,,7.55,23.3,14.1,9,1.8,83.4,300.6
20187,,,,,6.88,42.6,33.8,2,4.0,42.9,263.2
20193,,,,,7.52,25.7,18.8,11,2.4,52.8,230.6
20198,,,,,7.78,28.7,41.3,208,2.9,35.7,104.4
20199,,,,,7.29,22.5,18.5,7,2.5,29.9,229.8
20200,,,,,7.75,13.33,41.2,181,2.2,50.7,150.9
20201,,,,,6.87,21.5,13.2,2,1.6,50.8,254.7
20203,,,,,7.77,27.4,14.2,12,1.7,74.5,168.1
20240,,,,,7.1,63.0,101.1,4,7.8,9.7,138.3
20259,,,,,7.09,18.22,46.5,10,3.4,21.3,154.5
