,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
1256,10.0,31.0,7.0,62.0,5.89,13.08,9.8,0,1.4,24.4,167.8
1292,2.0,22.0,16.0,62.0,5.56,14.9,76.1,2,5.1,10.5,72.6
1293,0.0,31.0,15.0,54.0,5.94,15.74,72.4,2,5.0,6.8,247.2
1296,0.0,27.0,12.0,61.0,5.68,12.76,49.1,4,3.3,6.4,76.2
1316,1.0,19.0,14.0,67.0,5.65,68.1,57.6,1,5.5,33.0,87.3
1319,1.0,31.0,9.0,60.0,5.8,20.2,10.2,1,1.4,48.6,152.7
1324,0.0,26.0,10.0,64.0,5.97,42.1,73.3,1,5.4,8.0,130.1
1325,0.0,30.0,8.0,62.0,5.54,19.81,21.5,1,2.2,4.2,74.3
1328,0.0,30.0,6.0,65.0,5.69,14.67,48.5,1,3.5,0.0,102.5
1336,0.0,23.0,8.0,69.0,5.56,11.01,28.9,1,3.2,11.5,93.1
1344,0.0,25.0,13.0,61.0,5.9,10.85,26.1,2,2.9,10.9,59.8
1356,3.0,23.0,21.0,56.0,5.96,13.85,31.2,1,3.5,9.5,47.2
1361,1.0,40.0,8.0,52.0,5.54,16.09,43.5,1,3.8,0.0,99.1
1382,28.0,7.0,42.0,50.0,5.53,12.45,128.3,1,11.7,20.9,273.8
1406,8.0,21.0,33.0,46.0,5.9,19.76,43.3,1,2.9,5.0,283.8
1411,61.0,8.0,57.0,34.0,5.81,13.74,121.4,1,5.4,15.3,317.7
1434,26.0,21.0,21.0,58.0,5.63,29.3,48.2,1,5.6,14.0,75.9
1437,41.0,18.0,31.0,52.0,5.97,25.5,26.8,1,3.3,9.5,158.1
1454,41.0,36.0,11.0,53.0,5.67,40.8,51.0,1,4.9,13.3,188.4
1457,34.0,15.0,31.0,54.0,5.98,78.6,56.2,1,5.7,43.7,429.0
1482,17.0,17.0,27.0,56.0,5.7,26.2,68.8,0,6.3,24.7,382.8
1486,22.0,10.0,47.0,43.0,5.68,10.12,41.3,0,4.1,29.3,321.8
1500,56.0,9.0,30.0,61.0,5.5,70.2,169.0,1,15.4,19.3,203.7
1503,50.0,7.0,57.0,37.0,5.85,11.63,92.3,1,7.6,21.5,315.6
1507,44.0,14.0,19.0,66.0,5.6,16.74,102.5,2,10.4,15.0,479.5
1518,34.0,9.0,49.0,42.0,5.73,15.89,36.3,0,3.7,67.7,335.4
1521,27.0,19.0,21.0,59.0,5.92,11.84,45.0,1,4.8,15.1,201.6
1522,23.0,19.0,18.0,63.0,5.94,10.08,41.5,0,4.5,27.2,136.7
1524,20.0,7.0,45.0,48.0,5.57,14.35,140.4,1,11.1,17.8,124.8
1527,32.0,20.0,22.0,57.0,5.89,33.3,39.1,1,4.2,37.4,151.4
1536,27.0,9.0,52.0,39.0,5.69,26.8,36.3,0,3.9,23.9,133.1
1570,18.0,15.0,33.0,52.0,5.89,21.2,41.2,1,4.4,8.5,88.4
1582,46.0,8.0,57.0,35.0,5.76,66.0,318.6,9,15.8,34.1,268.3
1584,31.0,26.0,20.0,55.0,5.87,62.3,105.4,1,10.3,10.9,273.1
1585,32.0,26.0,13.0,61.0,5.57,18.81,59.4,2,5.6,28.3,768.5
1590,43.0,8.0,60.0,32.0,5.59,18.44,20.9,0,1.9,34.1,68.5
1610,23.0,14.0,45.0,41.0,5.5,26.9,17.0,0,1.9,31.3,298.7
1613,22.0,21.0,19.0,60.0,5.87,32.1,33.5,0,3.9,8.5,71.4
1615,39.0,8.0,56.0,36.0,5.87,27.9,31.3,1,2.7,36.2,705.6
1622,42.0,26.0,14.0,59.0,5.78,11.98,69.7,1,5.1,10.0,223.8
1655,34.0,23.0,24.0,54.0,5.59,25.9,29.7,2,4.0,10.1,130.9
1677,32.0,26.0,21.0,53.0,5.94,11.41,36.1,1,4.1,8.1,98.7
1679,35.0,9.0,55.0,36.0,5.96,11.09,61.2,1,3.4,4.9,75.6
1680,18.0,7.0,52.0,41.0,5.78,18.07,11.7,0,1.3,0.0,47.3
1689,43.0,10.0,49.0,41.0,5.62,39.0,54.1,1,4.8,20.5,337.8
1697,15.0,11.0,36.0,53.0,5.79,36.0,44.3,1,4.8,12.6,132.0
1715,26.0,15.0,38.0,48.0,5.74,28.4,58.2,1,4.4,11.0,239.7
1718,53.0,28.0,22.0,49.0,5.62,10.3,52.9,2,2.7,16.9,78.1
1725,32.0,23.0,18.0,58.0,5.94,47.7,55.2,0,5.8,27.5,109.1
1744,9.0,10.0,46.0,44.0,5.93,11.41,47.2,0,3.9,34.5,664.4
1745,53.0,11.0,28.0,61.0,5.86,15.44,101.6,1,10.0,19.7,476.6
1748,10.0,20.0,34.0,46.0,5.9,14.59,34.5,0,3.7,31.9,98.3
1867,17.0,11.0,43.0,46.0,5.77,22.6,68.7,2,4.1,7.4,98.5
1906,36.0,24.0,35.0,41.0,5.68,26.9,26.3,1,2.1,35.6,107.0
1935,51.0,18.0,34.0,48.0,5.92,10.44,7.9,0,1.1,38.8,207.5
1944,48.0,18.0,58.0,24.0,5.5,11.81,5.1,0,0.8,16.9,78.7
1971,14.0,9.0,41.0,50.0,5.85,14.05,73.6,0,7.4,29.9,104.4
1999,13.0,8.0,67.0,26.0,5.64,17.81,9.9,0,1.2,11.3,63.9
2004,15.0,11.0,56.0,34.0,5.77,13.02,21.9,0,2.5,11.4,94.7
2035,12.0,8.0,61.0,31.0,5.9,15.0,11.3,0,1.3,10.2,281.4
2076,35.0,8.0,65.0,27.0,5.51,10.06,17.4,0,1.7,7.5,167.1
2086,26.0,9.0,59.0,32.0,5.58,35.5,43.6,0,2.5,25.2,173.4
2098,11.0,13.0,27.0,60.0,6.0,73.0,70.4,1,7.9,18.4,81.6
2132,33.0,28.0,29.0,43.0,5.66,10.1,36.7,1,2.5,0.0,112.8
2133,31.0,23.0,28.0,48.0,5.62,13.81,48.6,0,3.1,0.0,153.8
2152,21.0,18.0,33.0,50.0,5.53,42.0,87.6,1,8.0,11.8,124.1
2181,17.0,21.0,41.0,38.0,5.56,13.69,11.5,0,1.4,0.0,60.4
2188,47.0,30.0,14.0,56.0,5.88,13.95,17.4,0,2.2,33.8,170.5
2197,22.0,17.0,46.0,37.0,5.68,18.42,14.3,0,1.2,0.0,51.1
2199,21.0,9.0,46.0,44.0,5.65,41.5,18.9,1,2.0,5.8,239.3
2209,21.0,7.0,68.0,25.0,5.6,28.8,44.0,1,3.2,6.7,167.1
2214,21.0,8.0,62.0,30.0,5.61,42.1,28.1,0,2.7,35.8,182.5
2226,20.0,14.0,46.0,40.0,5.5,39.0,21.0,1,2.1,8.4,173.9
2264,11.0,15.0,44.0,40.0,5.75,42.7,27.7,0,2.3,11.4,125.3
2265,8.0,11.0,55.0,34.0,5.79,46.8,23.3,1,2.6,66.6,185.6
2272,27.0,14.0,56.0,30.0,5.73,13.88,8.5,1,0.8,0.0,75.2
2275,44.0,16.0,55.0,29.0,5.75,16.08,7.4,0,0.9,4.8,74.7
2279,7.0,15.0,52.0,33.0,5.86,12.1,12.9,1,1.3,7.3,89.4
2328,3.0,18.0,28.0,54.0,5.93,39.0,51.6,0,4.8,16.6,442.2
2408,6.0,15.0,32.0,53.0,5.82,13.04,40.9,1,2.7,11.7,212.0
2507,19.0,8.0,64.0,28.0,5.64,72.8,40.7,0,4.0,72.2,1069.2
2620,29.0,14.0,35.0,51.0,5.5,36.1,35.1,0,2.9,17.1,136.1
2699,52.0,11.0,31.0,58.0,5.62,17.22,49.3,0,5.2,13.0,209.8
2714,30.0,19.0,29.0,52.0,6.0,14.39,55.5,1,4.3,11.7,146.9
2792,17.0,25.0,24.0,50.0,5.86,35.6,82.5,0,7.6,47.9,396.2
2801,27.0,44.0,10.0,46.0,5.75,10.26,43.1,0,3.4,0.0,102.5
2803,35.0,37.0,12.0,51.0,5.84,10.34,37.5,1,3.6,0.0,154.9
2857,18.0,26.0,19.0,55.0,5.86,60.7,66.8,1,6.9,6.9,151.6
2868,72.0,17.0,37.0,45.0,5.86,22.3,42.4,1,4.4,37.1,175.9
2869,33.0,17.0,36.0,46.0,5.9,10.69,48.9,1,5.2,27.6,216.4
2918,34.0,22.0,37.0,41.0,5.82,20.9,11.1,1,1.3,10.0,118.2
2994,12.0,14.0,45.0,41.0,5.98,10.89,11.6,1,1.4,56.5,176.4
3044,6.0,18.0,41.0,41.0,5.96,29.6,23.2,1,2.6,5.4,77.7
3055,28.0,27.0,23.0,50.0,5.7,20.0,19.9,1,2.2,42.6,279.7
3061,14.0,10.0,49.0,41.0,5.56,52.4,31.9,0,3.2,22.6,124.6
3066,25.0,26.0,19.0,55.0,5.73,21.7,21.9,1,2.5,4.1,125.8
3068,33.0,20.0,25.0,55.0,5.57,18.57,21.5,0,2.4,6.3,101.5
3099,48.0,11.0,46.0,43.0,6.0,11.31,37.4,0,2.0,16.4,155.4
3103,11.0,12.0,41.0,47.0,5.76,27.4,35.8,1,3.8,16.0,147.0
3104,14.0,17.0,26.0,57.0,5.73,12.45,39.5,0,3.7,14.4,146.4
3135,40.0,18.0,33.0,50.0,5.85,25.8,49.0,0,3.5,10.6,127.7
3166,23.0,26.0,13.0,60.0,5.88,11.39,49.9,0,5.9,10.6,74.1
3180,11.0,16.0,31.0,52.0,5.59,41.9,54.5,0,4.5,27.4,658.5
3200,30.0,23.0,22.0,55.0,5.86,11.86,45.1,0,4.6,6.2,139.0
3204,7.0,10.0,52.0,38.0,5.68,10.39,31.8,1,3.2,8.5,83.8
3248,29.0,24.0,19.0,56.0,5.7,10.03,34.6,0,3.4,9.7,158.6
3269,14.0,17.0,42.0,42.0,5.93,10.45,25.0,1,2.0,13.4,104.4
3318,10.0,10.0,55.0,34.0,5.86,10.02,18.9,0,1.9,12.0,130.5
3389,19.0,18.0,23.0,60.0,5.75,38.0,44.1,1,3.6,6.9,196.3
3392,20.0,16.0,24.0,60.0,5.77,20.1,81.4,1,7.1,15.3,91.1
3403,13.0,25.0,16.0,60.0,5.82,31.1,22.2,1,2.7,0.0,152.4
3415,21.0,20.0,31.0,49.0,5.97,10.1,29.4,0,3.1,16.4,145.4
3506,26.0,20.0,25.0,55.0,5.78,14.06,36.2,0,2.6,7.2,189.4
3532,21.0,5.0,63.0,31.0,5.53,13.14,15.5,0,1.4,10.4,76.0
3554,7.0,15.0,48.0,37.0,5.72,32.7,37.8,1,2.4,11.3,211.6
3569,12.0,38.0,9.0,53.0,6.0,51.4,67.9,4,7.1,50.5,224.9
3574,17.0,15.0,45.0,40.0,5.54,58.0,22.5,0,2.9,52.1,315.8
3576,9.0,16.0,37.0,47.0,5.82,17.58,17.7,1,1.8,29.6,56.1
3594,18.0,10.0,56.0,34.0,5.94,11.43,4.9,0,0.8,6.8,38.9
3610,22.0,15.0,31.0,54.0,5.88,29.4,21.0,0,2.4,6.5,201.5
3617,30.0,27.0,22.0,50.0,5.8,10.59,43.5,0,3.4,8.6,255.4
3620,23.0,23.0,29.0,47.0,5.55,20.5,25.5,0,2.1,0.0,94.1
3667,27.0,2.0,88.0,11.0,5.6,47.9,347.8,0,25.2,16.9,180.5
3679,4.0,7.0,60.0,33.0,5.71,56.1,32.9,0,3.2,75.9,107.3
3685,8.0,19.0,44.0,38.0,5.93,39.7,14.8,0,2.0,73.1,152.0
3691,23.0,22.0,18.0,60.0,5.53,38.9,34.1,0,4.3,45.0,328.2
3694,6.0,7.0,75.0,18.0,5.77,13.42,9.7,0,1.0,38.0,47.4
3702,5.0,15.0,47.0,38.0,5.65,38.9,50.1,1,3.7,28.7,219.6
3715,17.0,22.0,22.0,56.0,5.86,10.65,29.5,0,3.4,20.3,54.6
3725,11.0,27.0,37.0,36.0,5.57,20.2,18.8,1,2.3,48.4,211.0
3766,30.0,33.0,10.0,56.0,5.97,14.9,27.3,6,2.4,21.2,140.1
3770,30.0,34.0,6.0,60.0,5.67,16.09,41.9,0,4.6,26.0,129.9
3863,16.0,12.0,45.0,43.0,5.62,18.55,8.2,0,1.0,7.8,53.2
3877,14.0,18.0,46.0,37.0,5.83,11.4,24.9,0,1.9,13.7,152.4
3879,6.0,10.0,40.0,50.0,5.6,55.4,46.3,0,4.7,8.2,84.1
3900,13.0,16.0,39.0,45.0,5.68,34.6,20.0,0,2.1,7.1,181.9
3908,14.0,11.0,52.0,37.0,5.53,22.5,16.7,0,2.0,20.8,372.0
3911,17.0,6.0,64.0,30.0,5.63,15.75,12.3,0,1.4,0.0,47.0
3929,4.0,4.0,74.0,22.0,5.77,10.04,22.2,1,1.9,138.8,163.9
3939,2.0,6.0,66.0,29.0,5.64,13.27,20.1,0,1.9,22.2,112.5
3947,12.0,19.0,16.0,64.0,5.62,14.68,13.3,0,1.6,34.0,297.2
3951,28.0,37.0,10.0,53.0,5.96,31.8,38.0,0,4.2,37.9,100.9
3963,3.0,9.0,67.0,24.0,5.62,27.3,15.5,0,1.6,126.8,252.3
3965,4.0,7.0,64.0,28.0,5.96,14.43,13.2,0,1.3,63.5,48.1
3968,21.0,22.0,15.0,62.0,5.92,24.8,31.9,1,3.7,71.9,126.3
3979,3.0,12.0,67.0,21.0,5.62,25.7,7.6,0,0.9,102.5,252.8
3986,15.0,30.0,12.0,58.0,5.82,21.9,19.5,0,2.4,39.4,235.3
3990,4.0,8.0,60.0,32.0,5.53,11.31,27.5,0,2.4,30.6,59.6
3999,5.0,13.0,53.0,34.0,5.61,19.42,12.0,0,1.3,62.2,79.0
4072,29.0,11.0,29.0,60.0,5.78,28.7,40.2,1,4.1,43.7,197.2
4073,43.0,37.0,14.0,49.0,5.53,16.25,61.1,1,4.7,7.5,142.8
4076,17.0,12.0,30.0,58.0,5.94,36.9,29.5,2,3.5,29.3,70.7
4077,19.0,19.0,29.0,52.0,5.58,17.59,33.0,0,3.9,10.3,94.7
4082,7.0,11.0,33.0,56.0,6.0,27.9,62.7,3,6.1,5.5,77.7
4086,26.0,16.0,25.0,59.0,5.55,22.8,43.9,1,5.2,11.5,53.2
4096,19.0,26.0,14.0,60.0,5.61,15.74,22.6,0,2.9,16.1,53.0
4100,27.0,29.0,15.0,56.0,5.57,18.22,36.5,2,2.3,0.0,49.8
4177,26.0,38.0,10.0,53.0,5.77,52.0,39.4,1,3.6,7.2,54.0
4183,14.0,16.0,28.0,56.0,5.54,71.5,77.9,0,4.0,9.4,67.5
4187,18.0,8.0,51.0,41.0,5.74,13.07,73.4,0,5.5,15.8,127.0
4206,10.0,10.0,40.0,50.0,5.53,11.57,30.9,0,3.1,10.6,29.0
4207,20.0,27.0,28.0,45.0,5.68,21.7,13.8,0,1.9,42.0,95.6
4226,14.0,15.0,36.0,50.0,5.84,51.4,29.9,0,3.8,14.4,81.9
4228,18.0,15.0,33.0,52.0,5.79,14.47,32.6,0,3.6,9.8,160.8
4241,39.0,18.0,34.0,48.0,5.54,19.61,78.1,1,8.5,39.4,292.8
4243,24.0,27.0,7.0,67.0,5.78,38.5,54.0,3,4.5,0.0,65.2
4250,,,,,5.79,12.08,35.8,0,3.6,51.6,298.6
4293,,,,,5.56,71.0,97.3,0,6.7,44.9,467.3
4320,,,,,5.94,13.01,39.8,0,3.5,26.2,106.0
4326,,,,,5.5,35.5,24.7,0,2.4,51.7,61.3
4327,,,,,5.68,51.7,24.1,0,2.7,133.0,459.9
4334,,,,,5.67,24.3,29.1,0,2.8,54.4,111.7
4341,,,,,5.66,33.7,13.5,0,1.9,15.6,54.1
4342,,,,,5.95,52.6,61.1,0,4.5,112.7,168.2
4345,,,,,5.59,46.8,18.7,0,2.7,19.1,148.3
4356,,,,,5.53,80.0,55.7,0,5.7,33.2,436.4
4365,,,,,5.86,38.9,25.9,0,2.9,79.0,102.2
4381,,,,,5.72,59.5,38.3,1,4.2,37.8,283.2
4383,,,,,5.93,22.9,41.3,0,5.4,59.0,136.3
4432,,,,,5.78,16.27,101.1,0,7.6,73.8,217.3
4442,,,,,5.65,19.99,30.7,0,2.8,30.7,136.5
4473,,,,,6.0,11.57,42.2,0,4.4,17.6,273.0
4474,,,,,5.54,35.5,30.6,0,3.5,100.3,121.4
4497,,,,,5.76,25.3,30.2,0,2.8,60.4,99.7
4498,,,,,5.69,28.2,37.6,0,3.0,56.1,137.5
4499,,,,,5.54,24.9,32.7,0,2.7,61.6,400.0
4512,,,,,5.71,69.2,24.5,1,3.3,30.4,77.8
4513,,,,,5.73,17.74,23.8,0,2.5,42.7,111.2
4520,,,,,5.64,42.3,54.1,1,4.3,36.0,98.0
4568,,,,,5.99,34.6,39.8,0,4.0,60.7,124.1
4572,,,,,5.75,54.8,42.8,0,4.1,67.3,204.2
4580,,,,,5.83,11.9,30.3,0,2.4,50.1,171.3
4585,,,,,5.5,10.54,2.7,0,0.5,12.4,75.2
4588,,,,,5.56,14.83,55.9,0,5.6,145.5,320.5
4596,,,,,5.69,29.2,20.4,0,2.1,47.4,215.1
4601,,,,,5.95,27.5,40.5,0,4.5,19.9,94.5
4602,,,,,5.7,15.27,17.0,0,1.9,19.8,136.4
4605,,,,,5.94,18.77,56.0,0,4.6,54.8,91.8
4609,,,,,5.71,13.14,58.2,0,5.9,42.1,105.8
4615,,,,,5.86,23.2,19.6,0,2.5,25.8,157.5
4637,,,,,6.0,64.3,33.1,1,3.2,20.6,183.4
4639,,,,,5.62,29.5,70.2,0,4.1,56.5,385.3
4645,,,,,5.81,35.9,22.6,0,2.3,30.7,74.6
4656,,,,,5.64,53.3,34.5,0,2.9,43.1,120.7
4665,,,,,5.9,33.6,27.1,0,2.1,11.3,63.0
4683,,,,,5.73,75.0,26.2,1,2.9,81.2,275.8
4694,,,,,5.76,39.0,20.9,0,2.3,29.7,260.1
4696,,,,,5.68,14.57,66.0,0,5.6,39.0,248.5
4700,,,,,5.82,11.19,53.6,0,5.5,60.8,321.6
4703,,,,,5.6,26.3,17.3,0,2.0,38.7,220.1
4704,,,,,5.84,10.04,37.1,0,3.7,30.3,100.7
4708,,,,,5.83,21.7,36.5,0,3.9,12.3,68.4
4715,,,,,5.94,29.7,11.2,0,1.4,57.0,155.4
4716,,,,,5.98,15.14,53.0,0,5.1,24.4,436.1
4717,,,,,5.55,29.6,14.7,0,1.9,21.5,77.3
4719,,,,,5.93,34.9,20.5,0,2.5,22.6,151.5
4720,,,,,5.76,76.8,31.4,1,3.6,61.0,207.1
4733,,,,,5.79,28.9,26.0,0,2.3,39.8,219.7
4744,,,,,5.5,19.45,46.4,0,2.6,23.5,48.7
4745,,,,,5.94,27.2,33.4,0,2.5,61.9,169.6
4748,,,,,5.84,20.7,67.8,0,5.6,14.9,185.8
4753,,,,,5.53,62.4,42.0,0,4.0,86.0,225.9
4755,,,,,5.77,21.7,17.1,0,1.7,32.4,110.5
4759,,,,,5.65,64.2,29.4,1,3.1,54.6,545.2
4762,,,,,5.77,48.2,27.3,0,3.2,22.5,180.9
4788,,,,,5.88,12.72,16.8,0,2.0,36.1,258.4
4795,,,,,5.93,15.71,28.0,0,3.3,69.0,209.6
4799,,,,,5.77,12.55,43.5,0,4.7,15.4,216.4
4800,,,,,5.7,22.4,60.8,0,6.3,18.6,364.3
4802,,,,,5.94,24.2,66.2,0,7.0,44.2,198.4
4816,,,,,5.82,10.89,22.4,0,2.7,17.2,85.4
4822,,,,,5.85,22.4,16.5,0,1.9,64.6,125.9
4828,,,,,5.73,11.52,34.3,0,3.3,20.3,140.3
4888,,,,,5.63,10.15,30.5,0,2.7,13.7,147.8
4909,,,,,5.62,19.65,28.0,0,3.0,9.8,188.8
4920,,,,,5.98,17.84,14.0,0,1.6,59.4,247.5
4925,,,,,5.62,12.02,15.4,0,1.6,23.9,140.1
4930,,,,,5.74,77.0,55.9,0,4.6,25.1,268.0
4934,,,,,5.55,18.09,21.2,0,2.6,38.0,184.5
4937,,,,,5.75,10.04,28.3,0,2.4,12.6,175.5
4945,,,,,5.57,12.54,36.1,0,2.8,34.7,281.8
4950,,,,,5.78,14.67,17.3,0,2.4,15.8,157.8
4990,,,,,5.99,10.9,14.6,0,1.8,30.3,215.3
5001,,,,,5.76,11.25,29.5,0,3.0,45.4,234.4
5007,,,,,5.72,15.18,48.2,0,3.6,26.0,531.9
5055,,,,,5.53,25.8,29.6,0,2.1,74.2,202.9
5075,,,,,5.63,11.93,45.0,0,5.1,33.8,147.8
5097,,,,,5.77,12.93,48.7,0,5.3,18.9,136.3
5106,,,,,5.52,17.71,48.6,0,5.0,29.7,110.2
5107,,,,,5.73,10.93,56.2,0,4.0,8.1,178.0
5149,,,,,5.53,20.0,116.7,1,6.5,14.1,80.5
5236,,,,,5.57,21.1,167.6,0,7.6,26.3,159.7
5283,,,,,5.68,34.4,338.8,0,18.6,28.0,211.8
5332,,,,,5.61,27.6,60.9,0,4.8,27.3,212.6
5381,,,,,5.5,29.9,503.1,0,19.9,63.6,600.9
5448,,,,,5.5,18.63,416.9,0,19.2,21.1,89.9
5505,,,,,5.8,27.3,456.6,0,16.1,71.6,220.3
5510,,,,,5.76,16.24,173.5,0,8.3,24.4,95.2
5619,,,,,5.95,55.7,93.9,0,6.9,19.1,98.2
5671,,,,,5.98,14.73,124.5,0,9.7,24.1,86.3
5730,,,,,5.52,22.8,18.8,0,2.2,45.5,215.4
