,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
8448,,,,,5.18,14.86,19.0,0,2.5,20.0,159.0
8466,,,,,5.0,10.83,33.0,0,2.3,35.8,42.2
8469,,,,,5.38,14.0,12.3,1,1.2,41.1,66.6
8500,,,,,5.04,14.29,15.3,0,1.4,78.8,209.4
8505,,,,,5.22,28.8,12.9,0,1.6,45.7,264.2
8528,,,,,5.18,11.37,11.3,0,1.2,25.0,112.5
8531,,,,,5.13,14.97,5.1,0,0.6,65.5,117.7
8542,,,,,5.29,10.46,19.1,0,1.6,15.4,4.2
8543,,,,,5.37,23.5,14.9,0,1.5,46.1,205.9
8552,,,,,5.04,15.87,10.9,0,1.1,35.7,81.4
8566,,,,,5.0,12.88,9.6,0,1.2,22.1,133.9
8578,,,,,5.29,12.73,14.9,0,1.7,13.5,294.9
8595,,,,,5.48,17.23,9.2,0,1.1,39.6,127.7
8601,,,,,5.25,23.3,18.5,0,1.7,37.9,141.4
8606,,,,,5.07,19.89,19.8,0,2.3,19.2,111.1
8607,,,,,5.13,17.3,17.2,0,2.0,67.5,125.3
8615,,,,,5.04,17.08,8.0,0,1.1,27.5,137.8
8620,,,,,5.23,27.7,23.0,0,2.4,44.0,341.6
8628,,,,,5.0,18.2,12.9,0,1.7,22.6,96.1
8630,,,,,5.0,17.98,18.6,0,2.2,15.2,55.7
8664,,,,,5.46,15.42,34.3,0,3.2,12.9,108.6
8666,,,,,5.12,31.9,9.9,0,1.0,45.0,54.3
8683,,,,,5.45,16.1,9.2,0,1.1,58.8,107.4
8685,,,,,5.38,11.33,15.7,0,1.5,47.6,106.4
8688,,,,,5.46,35.2,25.1,0,1.4,25.5,78.7
8710,,,,,5.23,23.4,10.4,0,1.3,44.4,65.4
8716,,,,,5.48,16.62,8.5,0,1.0,30.7,55.0
8724,,,,,5.48,16.74,11.5,0,1.2,19.3,39.7
8743,,,,,5.37,19.03,12.2,0,1.5,31.0,217.7
8748,,,,,5.37,24.1,5.4,0,0.8,80.3,143.6
8755,,,,,5.38,12.28,5.6,0,0.7,98.9,72.8
8760,,,,,5.29,23.4,12.9,0,1.2,33.2,147.4
8763,,,,,5.25,20.2,14.5,0,1.6,70.3,180.8
8808,,,,,5.36,11.89,5.0,0,0.8,40.6,118.7
8818,,,,,5.41,15.62,18.4,0,2.0,31.6,215.7
8832,,,,,5.08,24.0,12.0,0,1.6,73.9,176.6
8834,,,,,5.25,12.71,15.8,0,1.9,87.2,127.4
8888,,,,,5.12,15.57,10.8,0,1.3,37.9,61.0
8893,,,,,5.46,22.7,11.4,0,1.3,20.2,15.2
8897,,,,,5.37,17.22,13.5,0,1.3,33.7,284.3
8898,,,,,5.23,34.9,17.7,0,2.0,110.4,29.2
8930,,,,,5.35,15.25,13.7,0,1.6,32.1,188.3
8936,,,,,5.2,13.24,8.0,0,0.9,50.7,53.8
8995,,,,,5.03,20.4,10.4,0,1.4,44.7,160.9
9000,,,,,5.49,18.11,23.8,0,2.3,17.9,37.7
9002,,,,,5.3,32.9,9.1,0,1.3,57.8,29.8
9003,,,,,5.22,13.93,11.2,0,1.4,45.3,34.6
9006,,,,,5.28,28.2,31.3,0,3.7,47.3,29.3
9037,,,,,5.32,14.53,21.1,0,2.4,20.9,12.6
9065,,,,,5.5,13.36,11.1,0,1.1,31.6,61.3
9072,,,,,5.02,12.36,9.6,0,1.1,66.0,107.3
9088,,,,,5.13,19.49,13.6,0,1.6,158.1,172.9
9097,,,,,5.21,18.44,30.7,0,3.6,70.0,75.2
9125,,,,,5.16,15.32,7.2,0,0.8,36.4,17.1
9126,,,,,5.12,12.22,9.9,1,1.0,34.1,42.7
9154,,,,,5.37,11.54,5.8,0,0.7,36.6,52.2
9157,,,,,5.4,14.38,8.5,0,1.0,25.4,68.2
9163,,,,,5.19,18.37,16.8,0,1.8,82.6,105.9
9177,,,,,5.17,15.12,11.5,0,1.3,53.0,92.5
9181,,,,,5.32,11.07,6.3,1,0.7,37.0,112.8
9197,,,,,5.5,16.53,12.2,0,1.4,23.6,90.4
9198,,,,,5.16,13.92,10.5,0,1.2,19.4,101.2
9228,,,,,5.14,18.89,9.1,0,1.1,43.8,117.7
9241,,,,,5.32,24.3,11.6,0,1.4,35.2,171.3
9255,,,,,5.05,13.95,10.2,0,1.1,61.4,52.6
9264,,,,,5.49,14.64,16.9,1,1.7,81.6,149.1
9265,,,,,5.13,14.57,9.5,1,1.1,59.7,58.3
9267,,,,,5.3,17.89,11.9,0,1.2,68.1,122.4
9271,,,,,5.25,38.4,21.8,1,2.1,63.7,72.8
9272,,,,,5.42,22.6,13.7,1,1.6,62.7,188.7
9281,,,,,5.01,12.45,10.1,1,1.0,58.6,97.5
9286,,,,,5.02,26.3,15.1,1,1.8,32.2,129.8
9290,,,,,5.37,28.1,14.8,1,1.8,50.1,195.6
9309,,,,,5.42,12.38,6.8,0,0.9,22.6,53.9
9313,,,,,5.39,30.0,19.4,0,2.4,38.7,49.7
9318,,,,,5.48,15.06,23.2,0,2.0,56.1,63.0
9324,,,,,5.0,27.5,43.3,0,4.5,13.1,174.3
9325,,,,,5.41,18.69,18.5,0,1.7,37.0,168.6
9328,,,,,5.15,14.86,8.6,0,0.9,87.1,50.2
9336,,,,,5.47,23.7,15.2,0,1.8,23.3,71.2
9341,,,,,5.33,12.55,17.9,1,1.6,69.9,91.7
9361,,,,,5.05,15.46,12.5,0,1.4,73.2,144.7
9363,,,,,5.34,13.21,15.7,0,1.6,43.0,89.3
9364,,,,,5.47,20.5,15.6,0,1.4,47.4,78.6
9366,,,,,5.16,25.3,31.8,0,2.0,38.5,64.7
9387,,,,,5.03,25.3,16.4,0,1.8,36.4,53.0
9405,,,,,5.34,14.62,14.4,0,1.4,44.5,151.3
9413,,,,,5.3,18.91,19.5,0,1.7,31.8,226.1
9414,,,,,5.29,20.1,9.8,0,1.2,48.2,164.5
9440,,,,,5.5,11.34,10.7,0,1.1,42.1,38.1
9441,,,,,5.22,15.26,9.3,0,1.1,32.7,50.0
9444,,,,,5.14,15.74,7.6,0,0.9,58.2,80.6
9449,,,,,5.1,17.65,7.0,0,1.0,74.5,86.6
9490,,,,,5.17,12.73,8.4,0,1.0,74.6,67.5
9493,,,,,5.1,15.88,7.2,0,0.9,45.1,43.3
9514,,,,,5.26,14.98,7.8,0,1.2,49.2,88.9
9516,,,,,5.04,27.9,9.2,0,1.2,44.6,105.5
9530,,,,,5.08,10.8,39.9,0,4.2,9.2,169.7
9536,,,,,5.37,18.5,29.9,2,2.8,8.0,95.4
9540,,,,,5.41,27.2,24.4,0,2.8,8.2,146.2
9551,,,,,5.22,28.2,35.2,1,3.8,29.8,237.9
9556,,,,,5.29,27.6,22.1,1,2.7,19.3,26.4
9558,,,,,5.28,30.7,19.0,2,2.4,42.3,244.3
9560,,,,,5.34,11.45,7.1,1,0.9,22.2,76.0
9571,,,,,5.16,19.02,14.8,1,1.6,43.7,87.9
9576,,,,,5.45,25.0,32.9,0,2.9,70.8,54.3
9588,,,,,5.2,20.3,8.7,1,1.1,18.1,22.2
9591,,,,,5.42,10.32,14.5,0,1.5,48.5,63.6
9605,,,,,5.11,20.4,7.4,0,0.8,25.4,86.0
9613,,,,,5.46,13.89,26.3,0,2.2,47.2,21.7
9615,,,,,5.38,22.4,10.0,1,1.1,51.5,45.5
9620,,,,,5.03,13.63,7.2,0,1.0,52.3,94.7
9633,,,,,5.44,23.0,24.6,0,2.3,24.3,10.9
9657,,,,,5.02,23.0,11.6,0,1.3,44.4,43.5
9669,,,,,5.15,15.29,10.8,0,1.2,44.4,90.6
9671,,,,,5.28,20.2,57.7,0,4.7,23.9,190.8
9701,,,,,5.41,30.9,19.3,0,2.0,17.6,40.1
9704,,,,,5.31,15.88,10.1,0,1.1,72.2,162.4
9708,,,,,5.42,20.7,12.1,0,1.4,29.0,96.5
9709,,,,,5.13,13.08,13.4,0,1.7,19.1,72.0
9735,,,,,5.49,11.13,26.7,0,2.2,103.6,29.6
9755,,,,,5.03,31.5,25.7,1,2.4,130.5,56.0
9760,,,,,5.2,22.0,19.2,0,2.1,54.2,45.5
9779,,,,,5.13,35.1,19.4,0,1.8,107.2,121.7
9785,,,,,5.17,27.1,18.0,1,1.7,60.8,52.2
9790,,,,,5.0,26.6,23.4,0,2.0,112.5,87.9
9806,,,,,5.04,29.9,39.4,0,2.5,141.6,53.5
9822,,,,,5.49,21.3,17.2,0,1.6,128.2,92.0
9823,,,,,5.38,25.1,14.2,1,1.6,80.8,26.6
9833,,,,,5.32,17.32,11.9,0,1.4,106.5,81.0
9844,,,,,5.33,35.7,20.9,0,2.2,90.1,55.6
9847,,,,,5.5,37.5,26.7,0,2.2,116.2,68.0
9883,,,,,5.22,36.7,64.8,0,4.3,22.7,88.9
9919,,,,,5.48,10.98,19.8,0,1.9,19.3,162.7
9962,,,,,5.22,25.7,14.9,0,1.7,17.2,105.4
10090,,,,,5.05,10.86,27.8,0,2.6,21.2,103.5
10101,,,,,5.48,10.07,18.1,0,1.7,37.2,75.5
10337,,,,,5.11,12.18,15.0,1,1.6,34.0,31.0
10342,,,,,5.44,27.8,16.1,1,1.9,15.2,247.9
10346,,,,,5.5,11.66,12.3,1,1.3,60.8,57.0
10367,,,,,5.45,18.53,12.3,0,1.5,10.7,38.0
10379,,,,,5.14,25.6,28.1,1,2.4,19.6,28.6
10425,,,,,5.35,17.79,61.1,0,4.3,15.5,99.0
10437,,,,,5.47,11.26,13.8,0,1.5,11.7,255.5
10439,,,,,5.32,10.33,36.9,0,2.2,20.5,71.8
10467,,,,,5.41,12.31,19.2,0,1.8,13.8,77.4
10591,,,,,5.18,23.5,18.2,0,1.7,4.2,333.0
10708,,,,,5.06,22.1,28.4,0,2.7,142.3,532.8
10921,,,,,5.33,26.9,62.2,0,5.2,21.4,524.7
10950,,,,,5.27,10.47,9.9,0,1.2,23.5,244.8
10964,,,,,5.46,10.76,10.7,0,1.3,22.1,46.4
10968,,,,,5.39,25.6,18.2,0,1.9,48.9,101.9
10996,,,,,5.18,27.5,18.1,0,2.0,5.5,38.9
11144,,,,,5.24,31.1,91.2,0,7.3,13.6,293.2
11214,,,,,5.17,29.9,8.9,0,1.2,8.0,92.9
11331,,,,,5.37,35.2,27.9,0,3.8,16.8,73.9
11332,,,,,5.49,21.2,13.4,0,1.7,24.8,58.1
11338,,,,,5.4,17.46,9.5,0,1.4,18.1,98.2
11342,,,,,5.09,30.1,9.9,0,1.6,56.2,78.6
11344,,,,,5.4,37.7,33.9,0,3.7,22.7,90.2
11350,,,,,5.46,22.1,9.0,0,1.4,18.6,107.6
11368,,,,,5.03,10.24,25.5,0,2.8,12.1,188.8
11369,,,,,5.23,31.6,10.9,0,1.6,11.8,79.1
11374,,,,,5.32,33.0,14.7,0,1.8,21.2,102.5
11414,,,,,5.25,26.6,22.6,2,2.2,45.2,361.7
11442,,,,,5.28,17.14,12.8,0,1.7,51.1,227.3
11472,,,,,5.35,36.8,68.4,2,6.1,23.2,173.4
11565,,,,,5.37,29.6,53.3,0,4.4,43.9,226.9
11702,,,,,5.31,18.13,6.1,0,0.8,54.5,195.2
11704,,,,,5.21,13.31,12.8,0,1.4,8.0,96.6
11711,,,,,5.48,11.15,22.2,0,2.2,21.4,120.1
11720,,,,,5.06,11.76,16.4,0,2.2,21.8,102.9
11725,,,,,5.4,24.0,53.1,0,5.7,58.1,379.9
11730,,,,,5.39,26.4,21.0,1,2.6,37.9,253.2
11801,,,,,5.49,15.48,81.8,2,6.6,20.4,108.4
11802,,,,,5.29,11.55,23.7,0,2.3,11.3,108.2
11875,,,,,5.45,15.77,9.3,0,1.3,19.3,103.0
11949,,,,,5.15,12.76,11.6,0,1.5,10.4,124.9
11950,,,,,5.0,19.06,9.4,0,1.3,35.1,65.3
11959,,,,,5.38,10.07,19.1,0,2.1,12.3,200.0
11988,,,,,5.49,10.73,11.6,0,1.5,56.5,255.5
11993,,,,,5.4,16.02,16.8,0,2.1,13.1,92.9
12013,,,,,5.31,27.3,45.2,0,4.6,57.9,766.4
12025,,,,,5.49,14.22,51.8,1,4.0,10.2,158.6
12040,,,,,5.29,13.25,96.0,0,5.5,14.9,334.9
12041,,,,,5.37,15.04,55.2,1,4.5,11.9,102.2
12065,,,,,5.19,29.1,19.6,3,2.3,89.6,192.2
12079,,,,,5.44,22.5,78.5,0,6.5,30.8,427.4
12140,,,,,5.04,10.97,27.2,0,3.0,5.2,161.7
12145,,,,,5.47,26.5,26.9,0,3.1,27.3,140.7
12175,,,,,5.16,29.6,60.8,0,5.3,11.7,91.0
12229,,,,,5.05,20.9,15.8,0,2.0,44.5,168.9
12233,,,,,5.4,22.7,65.3,1,6.3,43.7,407.0
12254,,,,,5.04,19.15,26.7,0,3.1,9.8,105.4
12268,,,,,5.12,21.0,22.0,1,2.4,13.0,33.9
12284,,,,,5.09,10.47,14.4,0,1.6,14.1,52.7
12288,,,,,5.22,14.03,10.1,1,1.5,8.6,40.7
12289,,,,,5.36,10.04,23.0,0,2.7,8.7,72.9
12296,,,,,5.37,10.24,21.9,0,3.0,15.6,48.9
12301,,,,,5.15,27.8,20.6,0,2.8,20.8,57.8
12319,,,,,5.22,15.14,37.4,0,4.1,15.5,86.1
12336,,,,,5.27,27.0,16.1,1,2.1,46.1,208.9
12348,,,,,5.39,22.7,37.9,0,4.2,54.2,180.4
12349,,,,,5.41,36.3,31.6,0,3.8,78.4,262.4
12361,,,,,5.02,21.1,12.8,0,1.6,40.0,204.1
12371,,,,,5.14,11.69,46.1,0,3.5,21.9,170.0
12420,,,,,5.27,36.1,26.8,0,3.1,77.1,109.2
12444,,,,,5.49,22.0,9.6,0,1.4,47.7,119.9
12447,,,,,5.47,16.44,14.9,0,1.7,46.0,99.6
12472,,,,,5.5,23.3,21.1,0,2.3,90.4,261.5
12483,,,,,5.16,21.7,17.6,0,2.3,31.5,124.6
12485,,,,,5.25,31.4,16.8,1,2.0,59.6,115.9
12494,,,,,5.06,25.4,27.4,0,3.4,71.0,211.6
12499,,,,,5.46,13.84,34.1,5,2.3,6.8,99.5
12532,,,,,5.27,20.7,13.0,0,1.5,36.7,68.8
12537,,,,,5.1,37.5,18.2,0,2.0,12.4,99.6
12544,,,,,5.29,28.1,29.6,1,3.1,30.2,191.1
12555,,,,,5.5,20.0,31.1,0,2.8,19.4,107.9
12557,,,,,5.23,30.8,43.1,0,4.4,25.5,104.4
12564,,,,,5.36,16.3,11.6,0,1.5,37.1,137.1
12566,,,,,5.04,31.5,25.2,0,3.3,24.2,190.7
12579,,,,,5.37,34.7,45.6,0,4.7,19.2,110.0
12587,,,,,5.16,35.5,48.8,0,5.5,25.8,113.1
12592,,,,,5.38,20.6,12.5,0,1.7,35.0,318.2
12605,,,,,5.01,37.7,24.7,0,2.9,42.3,67.4
12606,,,,,5.12,16.18,13.8,0,1.7,47.2,61.9
12616,,,,,5.28,32.8,38.2,0,4.2,27.3,493.8
12626,,,,,5.03,34.9,23.7,0,2.6,13.8,65.9
12644,,,,,5.37,24.1,30.3,0,3.1,48.2,99.5
12657,,,,,5.21,32.2,29.1,0,3.3,84.8,274.3
12691,,,,,5.06,23.9,16.8,0,2.1,20.0,72.9
12710,,,,,5.12,30.1,40.4,0,4.2,36.5,79.3
12713,,,,,5.48,17.44,14.8,0,2.1,18.1,109.0
12715,,,,,5.07,21.7,21.1,0,2.1,52.3,60.6
12758,,,,,5.47,32.6,49.3,0,5.8,81.2,377.5
12784,,,,,5.12,15.59,27.5,0,3.1,18.5,55.5
12796,,,,,5.34,26.7,19.2,0,2.0,24.6,79.7
12817,,,,,5.48,28.2,14.3,0,1.9,29.9,158.4
12846,,,,,5.46,38.4,27.8,0,3.1,19.9,234.9
12883,,,,,5.08,18.35,7.6,0,1.1,48.2,149.7
12903,,,,,5.1,13.23,10.8,0,1.3,48.5,163.8
12920,,,,,5.02,18.21,9.8,0,1.2,28.6,80.7
12923,,,,,5.29,33.9,24.0,0,2.7,89.8,655.2
12927,,,,,5.49,27.0,14.9,0,1.7,28.1,77.7
12937,,,,,5.46,23.6,21.6,0,2.4,96.0,341.4
12953,,,,,5.4,19.22,13.5,0,1.6,10.9,58.0
12959,,,,,5.24,14.56,7.7,0,1.0,18.5,66.8
13012,,,,,5.06,26.6,41.2,0,4.9,25.6,78.5
13016,,,,,5.03,36.3,26.7,0,3.2,58.0,223.4
13075,,,,,5.06,21.0,29.8,0,2.9,38.6,196.9
13077,,,,,5.31,25.4,33.4,0,3.2,18.1,80.3
13079,,,,,5.4,27.7,30.8,0,3.3,49.7,192.4
13082,,,,,5.28,19.48,9.1,0,1.2,13.2,38.2
13083,,,,,5.01,30.7,36.7,0,3.6,70.9,115.9
13084,,,,,5.5,27.4,20.3,0,2.3,69.5,357.3
13096,,,,,5.03,31.1,185.8,1,15.6,40.5,220.6
13099,,,,,5.15,17.22,32.1,0,3.4,29.6,123.3
13102,,,,,5.47,20.6,26.4,0,3.5,17.8,177.1
13109,,,,,5.43,10.69,41.9,0,3.6,21.3,176.5
13143,,,,,5.0,23.7,32.6,0,4.0,100.5,283.9
13172,,,,,5.33,17.6,11.9,0,1.6,14.7,51.0
13175,,,,,5.39,13.93,22.3,0,2.7,11.1,65.7
13180,,,,,5.27,21.1,9.1,0,1.1,56.0,169.3
13186,,,,,5.21,20.2,17.7,0,2.2,13.3,48.8
13197,,,,,5.06,21.5,20.5,0,2.6,76.0,249.6
13242,,,,,5.32,11.17,37.1,0,3.0,11.9,106.3
13298,,,,,5.27,20.2,16.3,0,1.8,25.2,168.2
13306,,,,,5.04,32.3,8.6,0,1.2,38.7,154.2
13307,,,,,5.3,33.3,36.0,0,3.9,31.3,107.8
13310,,,,,5.29,11.37,18.6,0,2.3,37.1,265.7
13349,,,,,5.46,31.4,22.9,0,2.3,29.9,297.3
13362,,,,,5.5,18.22,39.0,0,4.8,26.5,137.7
13365,,,,,5.16,39.4,40.6,0,4.7,29.0,149.6
13385,,,,,5.23,15.71,7.8,0,1.2,73.9,173.4
13407,,,,,5.44,12.94,28.9,0,3.2,42.7,74.1
13513,,,,,5.32,14.1,36.1,0,3.4,16.9,314.3
13532,,,,,5.33,23.7,18.4,0,2.2,30.6,245.0
13538,,,,,5.4,21.5,12.9,0,1.7,21.8,146.5
13543,,,,,5.32,35.9,14.0,0,1.9,57.8,196.8
13548,,,,,5.08,29.4,26.8,1,2.5,99.3,124.7
13553,,,,,5.13,21.8,22.9,0,2.7,31.0,234.7
13563,,,,,5.18,15.96,10.0,1,1.4,40.1,127.9
13565,,,,,5.27,28.0,16.6,0,2.3,45.1,259.1
13567,,,,,5.02,36.6,21.0,0,2.5,41.9,114.7
13612,,,,,5.11,15.49,15.9,0,1.5,55.2,164.5
13617,,,,,5.47,13.95,14.8,0,1.6,7.0,49.8
13626,,,,,5.23,11.91,18.3,0,2.0,69.1,387.0
13631,,,,,5.12,35.9,19.8,0,2.3,27.9,208.1
13633,,,,,5.46,30.3,10.7,0,1.3,38.4,87.7
13655,,,,,5.24,25.5,32.2,0,3.8,32.8,90.7
13664,,,,,5.12,28.0,13.6,1,1.8,16.7,36.4
13665,,,,,5.1,17.67,16.4,0,1.9,41.5,164.4
13673,,,,,5.31,27.3,15.7,0,2.0,46.9,103.2
13675,,,,,5.31,12.23,11.1,0,1.5,22.9,179.8
13730,,,,,5.34,11.74,9.9,0,1.3,36.7,119.4
13731,,,,,5.47,14.17,12.1,0,1.2,30.7,202.6
13756,,,,,5.02,15.36,15.5,0,1.0,8.6,16.4
13789,,,,,5.35,30.7,58.8,1,5.3,26.8,168.4
13798,,,,,5.38,29.0,9.5,0,1.6,51.2,54.7
13811,,,,,5.35,12.71,14.6,0,1.9,72.8,56.0
13832,,,,,5.23,11.16,18.7,1,2.3,34.8,82.1
13839,,,,,5.28,10.94,42.4,0,2.5,12.0,62.7
13862,,,,,5.4,13.04,31.3,0,3.7,24.6,112.4
13864,,,,,5.21,13.55,21.8,0,2.3,41.9,435.2
13867,,,,,5.42,10.98,26.4,0,3.0,19.6,181.6
13870,,,,,5.25,21.1,23.2,1,2.5,56.5,251.2
13871,,,,,5.24,12.44,14.7,0,1.6,52.3,36.0
13872,,,,,5.46,18.87,15.9,0,2.0,19.1,101.1
13881,,,,,5.26,16.46,32.9,0,3.4,43.2,267.5
13885,,,,,5.27,13.31,7.8,0,1.0,23.9,130.4
13928,,,,,5.2,21.1,14.6,0,1.5,58.9,74.6
13956,,,,,5.38,28.9,43.3,1,4.6,19.0,114.1
13964,,,,,5.26,13.63,60.5,0,4.3,30.0,114.3
13968,,,,,5.08,14.92,8.0,0,1.1,36.3,73.6
14006,,,,,5.42,15.94,29.5,0,3.4,19.0,75.2
14013,,,,,5.26,17.87,18.4,0,1.6,34.1,110.2
14022,,,,,5.06,13.5,31.9,0,3.2,44.5,219.5
