,Coarse,Clay,Sand,Silt,pH(H2O),EC,OC,CaCO3,N,P,K
4553,,,,,7.3,27.3,20.1,3,2.6,15.8,100.9
4554,,,,,6.54,22.5,30.1,1,3.3,12.5,137.4
4555,,,,,7.07,13.56,20.4,0,2.3,23.8,77.8
4556,,,,,7.66,22.0,21.3,3,2.5,49.7,177.6
4557,,,,,7.68,41.8,22.4,44,2.6,29.0,171.0
4558,,,,,6.94,19.19,21.8,1,2.5,25.0,145.2
4559,,,,,6.92,11.55,10.0,0,1.2,29.8,76.9
4560,,,,,6.75,14.38,8.7,0,1.1,34.2,68.6
4561,,,,,6.96,14.88,9.8,0,1.2,44.7,73.5
4562,,,,,6.78,29.9,16.0,0,1.9,137.6,487.2
4563,,,,,5.38,26.9,22.3,0,2.3,54.1,205.2
4565,,,,,4.3,60.7,26.2,0,3.3,44.7,73.1
4568,,,,,5.99,34.6,39.8,0,4.0,60.7,124.1
4571,,,,,6.67,14.4,48.9,3,3.8,106.4,253.6
4572,,,,,5.75,54.8,42.8,0,4.1,67.3,204.2
4573,,,,,4.88,25.9,10.9,0,1.3,31.1,117.3
4574,,,,,4.28,56.0,285.5,0,12.9,46.3,425.2
4577,,,,,7.54,26.9,34.3,67,4.0,32.0,190.1
4578,,,,,7.54,60.9,37.4,77,3.9,48.1,290.5
4579,,,,,7.1,26.7,31.5,1,3.5,39.8,151.8
4580,,,,,5.83,11.9,30.3,0,2.4,50.1,171.3
4581,,,,,4.98,44.5,31.9,0,3.0,28.1,84.8
4582,,,,,6.3,15.6,7.7,0,1.0,34.5,115.9
4583,,,,,5.46,11.95,48.8,0,4.5,16.0,213.1
4584,,,,,5.31,25.4,19.6,0,2.1,30.5,232.0
4585,,,,,5.5,10.54,2.7,0,0.5,12.4,75.2
4586,,,,,4.92,64.1,33.5,0,3.4,43.2,74.5
4587,,,,,4.52,55.5,35.1,0,3.6,86.3,204.3
4588,,,,,5.56,14.83,55.9,0,5.6,145.5,320.5
4589,,,,,5.11,37.8,21.7,0,2.4,64.8,113.0
4590,,,,,6.47,18.92,39.4,0,3.6,56.3,215.2
4594,,,,,5.39,29.6,22.3,0,2.2,40.7,179.7
4595,,,,,6.11,19.47,16.4,0,2.0,71.6,226.4
4596,,,,,5.69,29.2,20.4,0,2.1,47.4,215.1
4597,,,,,6.05,35.1,59.8,1,5.7,135.5,137.9
4598,,,,,6.48,24.5,19.3,0,2.0,22.2,110.7
4600,,,,,6.36,18.3,19.8,3,2.1,38.4,134.4
4601,,,,,5.95,27.5,40.5,0,4.5,19.9,94.5
4602,,,,,5.7,15.27,17.0,0,1.9,19.8,136.4
4604,,,,,4.37,10.19,68.1,0,5.6,19.5,129.9
4605,,,,,5.94,18.77,56.0,0,4.6,54.8,91.8
4606,,,,,4.04,54.4,56.1,0,3.5,20.7,81.3
4607,,,,,7.21,34.8,104.8,40,6.4,190.8,529.5
4609,,,,,5.71,13.14,58.2,0,5.9,42.1,105.8
4610,,,,,5.27,68.8,46.6,0,5.3,66.1,271.5
4611,,,,,5.19,16.76,56.3,0,4.5,60.9,119.9
4612,,,,,5.45,31.6,182.1,0,12.3,41.0,101.5
4613,,,,,6.2,45.2,27.5,0,3.3,37.9,78.2
4615,,,,,5.86,23.2,19.6,0,2.5,25.8,157.5
4616,,,,,7.7,46.5,25.0,88,2.6,42.2,330.5
4617,,,,,6.97,15.5,25.5,3,2.7,27.8,191.2
4618,,,,,7.62,39.8,22.4,640,2.6,30.5,116.0
4619,,,,,7.66,35.4,17.6,48,2.2,18.1,252.4
4620,,,,,7.09,24.2,19.8,4,2.4,38.2,217.5
4621,,,,,7.62,32.7,26.9,692,2.8,19.0,72.3
4622,,,,,7.58,71.9,37.6,353,4.5,50.6,128.3
4623,,,,,6.88,23.8,16.4,1,1.5,26.1,121.5
4624,,,,,5.21,16.05,10.3,0,1.2,109.9,69.4
4625,,,,,7.6,30.2,32.6,5,3.3,17.8,417.6
4626,,,,,7.58,21.7,11.0,11,1.4,71.9,136.2
4627,,,,,7.46,36.3,29.3,19,3.4,23.0,199.2
4628,,,,,5.43,70.1,42.5,0,4.8,16.9,182.8
4629,,,,,7.32,29.2,18.2,3,1.9,41.4,154.2
4630,,,,,7.27,36.9,22.2,5,2.4,44.5,241.6
4631,,,,,7.28,38.8,23.9,25,2.7,21.8,124.8
4632,,,,,4.68,49.6,19.1,0,2.3,22.8,277.4
4633,,,,,7.65,33.7,15.5,107,2.3,23.5,262.0
4634,,,,,6.99,15.47,20.4,2,2.4,12.8,110.6
4635,,,,,6.79,13.06,30.1,2,3.1,38.5,147.0
4636,,,,,7.43,22.3,44.5,27,4.9,31.5,233.6
4637,,,,,6.0,64.3,33.1,1,3.2,20.6,183.4
4638,,,,,6.36,23.5,15.8,1,1.6,88.4,79.1
4639,,,,,5.62,29.5,70.2,0,4.1,56.5,385.3
4640,,,,,5.49,18.4,14.3,0,1.6,62.0,129.5
4641,,,,,7.39,54.4,24.5,30,3.1,67.9,337.6
4642,,,,,4.1,14.27,29.4,0,2.4,13.8,63.0
4643,,,,,7.39,42.1,17.4,216,3.4,25.0,493.3
4644,,,,,7.35,32.0,27.3,5,3.1,28.6,128.9
4645,,,,,5.81,35.9,22.6,0,2.3,30.7,74.6
4648,,,,,6.4,15.72,23.9,1,2.5,37.7,309.0
4650,,,,,6.77,25.9,15.0,0,1.8,51.4,126.2
4651,,,,,5.08,46.5,17.7,0,2.2,23.9,149.3
4652,,,,,6.44,28.3,28.4,0,3.5,52.3,238.0
4653,,,,,7.3,66.3,31.9,10,3.9,51.6,270.5
4654,,,,,5.12,43.5,18.8,1,2.5,56.7,101.7
4655,,,,,7.56,35.5,19.8,404,3.0,41.7,212.7
4656,,,,,5.64,53.3,34.5,0,2.9,43.1,120.7
4659,,,,,7.52,60.2,32.9,87,3.8,62.2,276.6
4660,,,,,6.68,47.5,13.6,1,1.7,22.1,123.7
4661,,,,,7.09,26.1,6.2,4,0.6,4.4,21.2
4663,,,,,6.63,52.5,39.1,1,3.5,129.8,259.0
4664,,,,,7.05,42.9,27.2,4,3.1,43.8,150.6
4665,,,,,5.9,33.6,27.1,0,2.1,11.3,63.0
4666,,,,,7.67,50.2,35.0,556,4.8,41.6,185.6
4667,,,,,7.72,30.3,18.1,85,2.3,33.1,106.2
4668,,,,,7.65,42.5,22.8,256,3.2,48.0,204.2
4669,,,,,7.78,23.0,19.0,479,2.4,34.4,222.0
4670,,,,,6.61,49.9,52.3,3,5.8,15.5,160.3
4671,,,,,7.02,13.53,30.0,1,2.9,57.6,124.7
4672,,,,,6.53,46.9,17.7,0,2.3,51.3,155.1
4674,,,,,6.06,23.8,14.9,0,1.8,36.6,103.8
4678,,,,,4.62,10.77,37.9,0,4.3,28.7,42.3
4681,,,,,7.59,50.1,25.3,13,2.7,10.2,262.9
4682,,,,,6.05,14.73,33.0,1,3.1,102.4,191.5
4683,,,,,5.73,75.0,26.2,1,2.9,81.2,275.8
4684,,,,,7.23,36.6,8.2,6,1.1,23.8,52.7
4685,,,,,5.4,57.4,17.8,0,2.2,46.7,240.0
4686,,,,,7.41,34.0,25.3,27,2.7,96.0,229.5
4687,,,,,5.21,45.3,12.9,0,1.9,38.7,138.9
4688,,,,,6.42,71.3,26.8,3,3.2,111.4,427.8
4690,,,,,7.75,50.3,19.6,769,2.4,31.3,278.4
4692,,,,,7.14,31.7,19.2,8,2.4,48.6,229.1
4693,,,,,6.22,10.27,29.6,1,3.0,31.7,57.5
4694,,,,,5.76,39.0,20.9,0,2.3,29.7,260.1
4696,,,,,5.68,14.57,66.0,0,5.6,39.0,248.5
4697,,,,,5.22,27.0,27.4,0,2.4,25.0,45.2
4698,,,,,5.14,10.63,30.5,0,3.1,15.2,117.4
4700,,,,,5.82,11.19,53.6,0,5.5,60.8,321.6
4701,,,,,5.34,47.5,42.4,0,4.4,24.0,152.1
4702,,,,,6.67,20.0,14.9,2,1.6,33.5,108.8
4703,,,,,5.6,26.3,17.3,0,2.0,38.7,220.1
4704,,,,,5.84,10.04,37.1,0,3.7,30.3,100.7
4706,,,,,6.81,48.0,58.3,3,3.2,19.1,148.8
4707,,,,,4.67,79.8,81.4,1,7.4,56.4,142.5
4708,,,,,5.83,21.7,36.5,0,3.9,12.3,68.4
4710,,,,,6.25,18.23,14.9,0,1.6,89.9,201.6
4711,,,,,6.4,18.81,12.3,0,1.5,20.7,97.1
4712,,,,,7.79,26.1,21.1,48,2.1,53.3,336.9
4713,,,,,6.28,15.35,17.4,0,1.7,20.8,129.1
4714,,,,,4.78,38.4,30.3,1,2.9,42.1,50.4
4715,,,,,5.94,29.7,11.2,0,1.4,57.0,155.4
4716,,,,,5.98,15.14,53.0,0,5.1,24.4,436.1
4717,,,,,5.55,29.6,14.7,0,1.9,21.5,77.3
4718,,,,,6.09,29.6,65.2,0,6.8,40.8,210.5
4719,,,,,5.93,34.9,20.5,0,2.5,22.6,151.5
4720,,,,,5.76,76.8,31.4,1,3.6,61.0,207.1
4723,,,,,5.43,57.9,27.8,0,3.5,28.7,101.5
4726,,,,,6.87,29.0,20.7,0,2.0,37.0,77.5
4727,,,,,5.14,57.6,45.1,0,3.9,51.7,427.8
4728,,,,,6.18,22.9,30.2,0,2.4,51.0,130.4
4729,,,,,5.33,20.7,19.8,0,1.8,64.3,99.1
4730,,,,,5.27,19.73,27.1,0,2.5,66.8,167.8
4731,,,,,5.48,24.1,21.4,0,1.8,109.6,135.3
4732,,,,,6.31,23.5,15.1,0,1.7,73.8,142.2
4733,,,,,5.79,28.9,26.0,0,2.3,39.8,219.7
4735,,,,,5.42,22.2,29.4,0,2.7,74.1,185.5
4736,,,,,5.47,27.4,43.1,1,3.5,58.5,280.1
4737,,,,,5.25,30.9,30.1,1,2.6,85.1,50.0
4738,,,,,4.29,17.7,79.6,0,6.1,49.0,131.0
4741,,,,,5.09,40.7,31.0,0,3.0,29.9,135.0
4742,,,,,6.26,40.9,35.8,0,3.3,50.1,122.5
4743,,,,,7.77,29.5,30.1,26,3.1,46.8,433.2
4744,,,,,5.5,19.45,46.4,0,2.6,23.5,48.7
4745,,,,,5.94,27.2,33.4,0,2.5,61.9,169.6
4746,,,,,4.46,59.8,41.0,0,3.9,23.5,207.3
4747,,,,,4.54,40.6,36.7,0,3.5,16.0,101.5
4748,,,,,5.84,20.7,67.8,0,5.6,14.9,185.8
4749,,,,,5.11,31.2,20.3,0,2.2,41.7,145.8
4750,,,,,4.61,41.4,55.4,0,3.6,72.6,75.3
4751,,,,,5.37,37.6,33.2,0,3.8,61.8,142.6
4752,,,,,4.34,67.5,33.8,0,3.4,67.8,137.9
4753,,,,,5.53,62.4,42.0,0,4.0,86.0,225.9
4754,,,,,6.99,26.5,20.9,3,2.0,70.1,267.6
4755,,,,,5.77,21.7,17.1,0,1.7,32.4,110.5
4756,,,,,5.11,30.8,23.5,0,2.4,31.7,97.3
4757,,,,,4.05,31.7,42.3,0,2.4,30.9,104.6
4758,,,,,5.11,21.6,88.7,0,5.1,28.2,97.9
4759,,,,,5.65,64.2,29.4,1,3.1,54.6,545.2
4761,,,,,6.62,40.7,34.2,11,4.1,30.2,136.2
4762,,,,,5.77,48.2,27.3,0,3.2,22.5,180.9
4763,,,,,7.07,71.7,41.2,8,3.2,105.7,296.4
4764,,,,,6.43,33.5,25.1,0,3.1,67.8,349.1
4769,,,,,7.51,39.3,21.6,64,2.3,53.7,165.9
4770,,,,,7.22,36.9,16.5,1,1.8,59.5,240.4
4773,,,,,7.16,68.9,41.1,17,3.8,19.8,75.1
4774,,,,,7.47,37.4,31.7,3,2.9,14.0,241.8
4776,,,,,7.53,18.27,32.9,268,4.3,52.2,220.0
4777,,,,,7.78,26.6,20.5,401,2.0,52.3,142.8
4778,,,,,6.79,30.3,21.4,2,2.2,69.5,112.5
4780,,,,,6.46,15.09,30.8,2,3.3,28.5,135.4
4781,,,,,7.58,26.6,22.3,68,2.5,22.9,272.3
4782,,,,,7.38,17.92,15.4,5,1.9,36.0,200.3
4783,,,,,6.09,11.67,25.5,0,3.0,29.4,159.6
4784,,,,,6.5,24.5,57.8,3,5.8,51.9,192.3
4785,,,,,4.26,43.7,27.3,0,3.0,18.0,52.5
4786,,,,,7.12,15.68,17.4,3,2.0,76.5,328.6
4787,,,,,6.23,12.76,49.4,1,4.9,22.9,301.1
4788,,,,,5.88,12.72,16.8,0,2.0,36.1,258.4
4789,,,,,6.68,31.4,44.0,4,5.1,138.0,1055.8
4792,,,,,6.65,35.1,41.7,5,4.8,42.2,136.1
4793,,,,,7.58,24.2,29.7,55,3.6,27.7,377.2
4794,,,,,6.69,26.7,34.6,0,3.1,27.1,137.8
4795,,,,,5.93,15.71,28.0,0,3.3,69.0,209.6
4796,,,,,6.57,37.2,60.2,0,5.9,38.8,585.0
4797,,,,,7.75,18.07,24.3,171,2.1,32.9,121.7
4798,,,,,7.46,18.2,20.8,5,2.3,19.9,242.2
4799,,,,,5.77,12.55,43.5,0,4.7,15.4,216.4
4800,,,,,5.7,22.4,60.8,0,6.3,18.6,364.3
4801,,,,,7.73,32.9,22.8,188,2.7,36.5,245.7
4802,,,,,5.94,24.2,66.2,0,7.0,44.2,198.4
4803,,,,,7.63,28.8,25.1,25,3.2,12.9,141.9
4804,,,,,6.37,20.1,11.7,0,1.2,42.4,174.0
4805,,,,,6.8,27.7,22.9,0,2.8,28.2,130.5
4806,,,,,6.2,40.2,19.7,0,2.3,61.7,200.8
4807,,,,,7.74,37.7,22.0,48,2.5,28.5,330.8
4808,,,,,7.84,20.6,13.0,54,1.6,8.5,63.0
4809,,,,,7.26,32.8,39.3,19,4.7,42.6,245.3
4810,,,,,6.12,30.4,56.5,0,5.1,94.0,510.7
4812,,,,,7.18,12.73,17.2,4,1.8,101.5,190.0
4814,,,,,6.84,13.58,20.6,1,2.2,14.6,192.3
4816,,,,,5.82,10.89,22.4,0,2.7,17.2,85.4
4817,,,,,4.69,61.9,26.8,0,3.0,50.4,275.0
4818,,,,,7.84,23.1,14.4,20,1.6,38.8,116.5
4819,,,,,5.3,65.6,44.7,0,5.2,92.1,129.3
4820,,,,,6.25,22.1,16.7,0,1.9,33.7,116.9
4821,,,,,6.45,20.3,27.2,0,3.0,70.0,133.8
4822,,,,,5.85,22.4,16.5,0,1.9,64.6,125.9
4823,,,,,7.18,22.6,20.7,0,2.5,26.8,257.3
4824,,,,,7.55,22.9,20.1,82,3.1,12.9,298.0
4825,,,,,7.14,23.3,27.9,5,2.9,84.1,465.1
4827,,,,,4.44,64.1,42.0,0,4.1,5.9,97.7
4828,,,,,5.73,11.52,34.3,0,3.3,20.3,140.3
4829,,,,,6.54,35.5,18.2,0,2.0,36.8,295.5
4830,,,,,5.04,41.8,34.1,0,3.2,16.4,208.4
4831,,,,,6.16,22.5,20.5,0,2.2,24.4,208.1
4832,,,,,7.52,23.9,19.8,47,2.4,20.2,316.2
4834,,,,,5.46,36.1,26.7,0,2.7,33.8,188.1
4835,,,,,5.16,65.4,71.3,0,5.0,18.4,97.0
4836,,,,,6.48,25.7,25.8,1,2.9,40.7,304.1
4837,,,,,4.89,64.2,68.9,0,7.0,58.5,358.5
4838,,,,,4.65,76.8,97.9,0,8.6,43.5,241.6
4841,,,,,7.3,47.8,38.8,52,3.8,11.0,121.1
4843,,,,,6.2,10.22,25.7,1,2.3,6.5,237.2
4844,,,,,6.68,13.91,38.5,3,3.9,12.4,212.0
4846,,,,,7.04,17.56,52.1,45,4.4,8.4,163.9
4847,,,,,7.05,29.0,122.8,157,5.9,15.3,136.7
4848,,,,,6.87,14.57,55.3,9,4.2,9.4,207.2
4849,,,,,7.15,22.4,36.1,254,3.6,10.4,132.5
4850,,,,,6.99,17.97,45.8,14,4.6,7.1,326.9
4851,,,,,6.98,28.2,36.3,18,3.8,8.0,225.3
4853,,,,,6.42,13.1,26.9,1,2.9,6.0,138.9
4855,,,,,7.52,19.1,19.1,0,1.7,28.1,213.0
4856,,,,,7.4,20.1,32.0,104,3.7,9.3,180.4
4857,,,,,7.71,14.61,32.5,9,3.0,37.1,256.1
4858,,,,,7.48,14.72,34.7,89,3.2,72.9,279.7
4859,,,,,7.68,20.8,21.9,131,2.7,13.6,186.6
4860,,,,,4.84,13.85,24.8,1,2.4,22.2,93.3
4863,,,,,7.13,19.86,12.1,4,1.7,22.8,185.7
4866,,,,,7.71,22.5,5.7,71,1.7,24.9,301.2
4867,,,,,7.1,13.09,13.4,0,1.8,15.3,129.1
4869,,,,,7.67,16.66,28.8,30,3.1,44.7,512.0
4871,,,,,7.86,15.02,19.6,22,1.9,9.6,213.2
4872,,,,,7.95,19.44,36.6,252,2.9,84.9,403.2
4874,,,,,7.78,12.9,13.7,27,1.5,33.3,202.6
4875,,,,,6.34,20.1,13.3,1,1.6,67.2,307.3
4876,,,,,7.56,30.4,19.5,35,2.4,36.3,325.7
4877,,,,,7.5,10.7,14.9,3,1.7,37.4,290.5
4878,,,,,7.8,16.88,14.5,34,1.8,51.2,213.7
4881,,,,,7.6,25.1,18.7,97,1.8,25.8,191.5
4882,,,,,7.11,12.91,11.0,2,1.6,50.4,214.0
4883,,,,,6.34,10.04,40.8,1,3.3,9.4,435.4
4884,,,,,7.11,15.03,63.2,0,4.6,11.6,198.8
4887,,,,,7.95,18.18,25.8,100,2.0,31.9,371.3
4888,,,,,5.63,10.15,30.5,0,2.7,13.7,147.8
4890,,,,,7.79,21.9,12.7,36,1.3,35.1,174.5
4891,,,,,7.99,12.84,12.9,28,1.4,31.9,198.4
4892,,,,,7.94,20.5,31.6,189,2.7,21.8,139.3
4893,,,,,6.96,21.0,14.1,5,1.5,44.8,241.5
4895,,,,,6.73,20.8,30.3,4,3.0,29.0,263.7
4897,,,,,7.24,18.7,43.6,316,4.1,15.6,192.4
4898,,,,,7.32,27.8,21.1,15,2.6,40.2,192.5
4900,,,,,7.43,14.6,28.8,13,2.6,12.4,208.8
4901,,,,,7.53,10.45,12.1,3,1.5,22.5,244.6
4902,,,,,7.88,14.79,12.7,63,1.6,8.7,123.4
4903,,,,,7.94,18.43,12.0,79,1.5,16.1,199.6
4904,,,,,7.21,10.25,12.1,4,1.5,30.5,202.2
4905,,,,,7.46,18.18,47.0,58,2.5,62.9,439.4
4907,,,,,5.21,11.8,14.4,0,1.4,9.7,77.4
4909,,,,,5.62,19.65,28.0,0,3.0,9.8,188.8
4914,,,,,4.52,11.96,25.4,0,2.4,8.3,67.9
4915,,,,,5.28,13.39,15.4,0,1.8,63.7,256.9
4917,,,,,6.1,17.66,38.1,0,3.5,39.4,337.9
4919,,,,,5.2,18.38,45.7,0,4.6,20.6,159.8
4920,,,,,5.98,17.84,14.0,0,1.6,59.4,247.5
4923,,,,,4.31,22.2,23.2,0,2.3,17.9,69.4
4925,,,,,5.62,12.02,15.4,0,1.6,23.9,140.1
4926,,,,,5.05,34.3,25.0,0,2.5,14.5,260.6
4927,,,,,4.71,20.6,18.6,0,1.7,19.8,116.9
4928,,,,,7.63,20.4,11.3,33,1.3,29.4,98.6
4930,,,,,5.74,77.0,55.9,0,4.6,25.1,268.0
4931,,,,,5.46,17.42,14.3,0,1.9,58.3,308.5
4934,,,,,5.55,18.09,21.2,0,2.6,38.0,184.5
4935,,,,,5.36,18.13,21.9,0,2.9,10.9,283.2
4937,,,,,5.75,10.04,28.3,0,2.4,12.6,175.5
4938,,,,,5.0,22.1,22.9,0,2.2,12.3,75.1
4942,,,,,5.46,13.14,29.2,0,3.5,49.2,386.9
4945,,,,,5.57,12.54,36.1,0,2.8,34.7,281.8
4946,,,,,6.35,18.14,85.1,3,5.5,9.2,113.1
4947,,,,,6.66,16.31,28.0,0,3.3,30.2,283.8
4949,,,,,7.16,18.82,17.4,3,2.0,80.8,228.0
4950,,,,,5.78,14.67,17.3,0,2.4,15.8,157.8
4951,,,,,5.38,14.72,14.8,0,1.8,27.1,137.6
4952,,,,,7.11,25.8,31.8,17,3.9,22.4,79.6
4953,,,,,7.26,19.6,42.8,69,4.0,10.8,252.6
4954,,,,,4.12,12.56,29.6,0,3.0,14.1,136.0
4957,,,,,7.71,22.8,15.2,13,1.9,45.8,533.6
4959,,,,,4.6,15.72,30.1,0,3.2,33.2,115.4
4960,,,,,6.81,12.27,18.0,1,2.0,69.1,129.4
4962,,,,,5.45,15.09,29.4,0,2.4,11.5,251.1
4963,,,,,4.15,51.4,184.4,0,10.9,69.2,187.9
4964,,,,,7.0,14.02,16.0,0,1.9,22.9,268.3
4966,,,,,4.6,13.5,33.9,0,2.4,14.9,97.1
4967,,,,,6.47,12.22,24.3,1,2.7,33.6,173.4
4969,,,,,4.81,10.7,33.8,0,3.6,14.7,99.6
4971,,,,,6.05,10.35,10.1,0,1.1,38.2,219.8
4975,,,,,7.69,53.4,10.9,16,1.8,50.4,207.0
4977,,,,,7.6,14.96,17.3,4,1.7,60.9,322.1
